,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster,id,title,artist
112,0.775,0.645,6,-5.236000000000001,1,0.067,0.212,0.0,0.127,0.723,90.01700000000001,197313,4,0,6ZUGi3v66aBs8kLxJ8DsO1,Codigo Secreto,vf7
113,0.863,0.823,11,-4.271,1,0.121,0.24600000000000002,0.0,0.134,0.406,98.964,157595,4,0,0Vd3oU8EfWdZZO1J0W3dBN,Cuántas veces,Danny Ocean
114,0.863,0.823,11,-4.271,1,0.121,0.24600000000000002,0.0,0.134,0.406,98.964,157595,4,0,0Vd3oU8EfWdZZO1J0W3dBN,Cuántas veces,Danny Ocean
115,0.7709999999999999,0.575,0,-5.178,0,0.0794,0.555,0.00818,0.105,0.56,84.522,147084,4,0,7MIkwVS7Wm1vYTEoDPsyVS,Traumada,Paloma Mami
116,0.7709999999999999,0.575,0,-5.178,0,0.0794,0.555,0.00818,0.105,0.56,84.522,147084,4,0,7MIkwVS7Wm1vYTEoDPsyVS,Traumada,Paloma Mami
117,0.737,0.634,3,-4.25,0,0.0424,0.345,0.0,0.111,0.528,94.927,206360,4,0,5RmSunLqeDqNWww8LWhAiK,WACHA,KHEA
118,0.737,0.634,3,-4.25,0,0.0424,0.345,0.0,0.111,0.528,94.927,206360,4,0,5RmSunLqeDqNWww8LWhAiK,WACHA,KHEA
119,0.7879999999999999,0.789,0,-2.39,1,0.124,0.397,0.0,0.226,0.867,167.89700000000002,179005,4,0,1LXb70u8SLsvBAPWHMCTMe,Machu Picchu,Camilo
120,0.7879999999999999,0.789,0,-2.39,1,0.124,0.397,0.0,0.226,0.867,167.89700000000002,179005,4,0,1LXb70u8SLsvBAPWHMCTMe,Machu Picchu,Camilo
121,0.747,0.8240000000000001,0,-2.316,1,0.0738,0.0283,0.0,0.0792,0.628,166.005,167800,4,0,4KnLltd5UNz4c085UAr5dR,Vacío,Luis Fonsi
122,0.7020000000000001,0.758,9,-4.405,1,0.278,0.14,0.0,0.111,0.8370000000000001,167.915,188598,4,0,1ZN2Dat0KrO0xqr9t8QP9r,Dejaría Todo,CNCO
123,0.7020000000000001,0.758,9,-4.405,1,0.278,0.14,0.0,0.111,0.8370000000000001,167.915,188598,4,0,1ZN2Dat0KrO0xqr9t8QP9r,Dejaría Todo,CNCO
124,0.54,0.508,7,-7.867999999999999,0,0.29,0.522,1.13e-05,0.0755,0.653,82.60600000000001,203137,4,1,0K3dGPXHVALEqW8EEQGc3T,DELITO,Nathy Peluso
125,0.677,0.579,7,-5.715,1,0.185,0.428,6.28e-06,0.15,0.44799999999999995,175.90400000000002,155390,4,0,09HSL5vRZgxXmoSrDVKMDB,Sin Ropa,Lunay
126,0.757,0.6709999999999999,8,-7.541,0,0.0422,0.10400000000000001,0.0,0.0729,0.8370000000000001,133.00799999999998,192500,4,0,3KJ1QkwWObfuq54pgwTRyW,Magia,Alvaro Soler
127,0.757,0.6709999999999999,8,-7.541,0,0.0422,0.10400000000000001,0.0,0.0729,0.8370000000000001,133.00799999999998,192500,4,0,3KJ1QkwWObfuq54pgwTRyW,Magia,Alvaro Soler
128,0.757,0.6709999999999999,8,-7.541,0,0.0422,0.10400000000000001,0.0,0.0729,0.8370000000000001,133.00799999999998,192500,4,0,3KJ1QkwWObfuq54pgwTRyW,Magia,Alvaro Soler
129,0.778,0.752,1,-4.976,0,0.149,0.25,0.00386,0.0866,0.7909999999999999,180.017,171814,4,0,5H6SZcjJzBNsB2VzKW2Ivd,Tiempo,Ozuna
130,0.8490000000000001,0.701,6,-4.407,0,0.06,0.40700000000000003,0.0,0.11199999999999999,0.505,98.005,261667,4,0,7Bk0uXKk1uPT0XuQbpFzvs,Fiel,Los Legendarios
131,0.8490000000000001,0.701,6,-4.407,0,0.06,0.40700000000000003,0.0,0.11199999999999999,0.505,98.005,261667,4,0,7Bk0uXKk1uPT0XuQbpFzvs,Fiel,Los Legendarios
132,0.8490000000000001,0.701,6,-4.407,0,0.06,0.40700000000000003,0.0,0.11199999999999999,0.505,98.005,261667,4,0,7Bk0uXKk1uPT0XuQbpFzvs,Fiel,Los Legendarios
133,0.8490000000000001,0.701,6,-4.407,0,0.06,0.40700000000000003,0.0,0.11199999999999999,0.505,98.005,261667,4,0,7Bk0uXKk1uPT0XuQbpFzvs,Fiel,Los Legendarios
134,0.83,0.517,6,-6.416,0,0.33299999999999996,0.39899999999999997,8.950000000000001e-05,0.0916,0.616,171.959,182496,4,0,2dNhNlpZAtV4lwAFW45LIv,Am,Nio Garcia
135,0.83,0.517,6,-6.416,0,0.33299999999999996,0.39899999999999997,8.950000000000001e-05,0.0916,0.616,171.959,182496,4,0,2dNhNlpZAtV4lwAFW45LIv,Am,Nio Garcia
136,0.83,0.517,6,-6.416,0,0.33299999999999996,0.39899999999999997,8.950000000000001e-05,0.0916,0.616,171.959,182496,4,0,2dNhNlpZAtV4lwAFW45LIv,Am,Nio Garcia
137,0.83,0.517,6,-6.416,0,0.33299999999999996,0.39899999999999997,8.950000000000001e-05,0.0916,0.616,171.959,182496,4,0,2dNhNlpZAtV4lwAFW45LIv,Am,Nio Garcia
