,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,title,artist
775,0.631,0.75,8,-5.882,1,0.0315,0.609,0.000533,0.108,0.964,153.835,audio_features,6uJ0y1FoiRjVUpCPGdsydA,spotify:track:6uJ0y1FoiRjVUpCPGdsydA,https://api.spotify.com/v1/tracks/6uJ0y1FoiRjVUpCPGdsydA,https://api.spotify.com/v1/audio-analysis/6uJ0y1FoiRjVUpCPGdsydA,168253,4,Qué Bonita,Banda El Recodo
776,0.5,0.411,2,-5.796,1,0.0294,0.376,0.0,0.147,0.468,80.831,audio_features,6P3dT8EkJd0LOyZklOl0Na,spotify:track:6P3dT8EkJd0LOyZklOl0Na,https://api.spotify.com/v1/tracks/6P3dT8EkJd0LOyZklOl0Na,https://api.spotify.com/v1/audio-analysis/6P3dT8EkJd0LOyZklOl0Na,157493,4,El Rey,Vicente Fernández
777,0.865,0.627,9,-11.4,0,0.0987,0.0993,0.0173,0.0505,0.855,90.035,audio_features,4HswuCNDyzUiRFfb8DH5Ub,spotify:track:4HswuCNDyzUiRFfb8DH5Ub,https://api.spotify.com/v1/tracks/4HswuCNDyzUiRFfb8DH5Ub,https://api.spotify.com/v1/audio-analysis/4HswuCNDyzUiRFfb8DH5Ub,216347,4,El Gigante De Hierro,Grupo Sonador
778,0.896,0.689,5,-3.903,1,0.158,0.108,0.0,0.0766,0.84,150.027,audio_features,050LR97VqIBFqQ57IJUyHY,spotify:track:050LR97VqIBFqQ57IJUyHY,https://api.spotify.com/v1/tracks/050LR97VqIBFqQ57IJUyHY,https://api.spotify.com/v1/audio-analysis/050LR97VqIBFqQ57IJUyHY,160987,4,El Shot,Banda Tierra Sagrada
779,0.538,0.717,9,-6.819,1,0.196,0.103,3.63e-05,0.071,0.87,208.029,audio_features,466JLm2qQmjOzfbee0PIg6,spotify:track:466JLm2qQmjOzfbee0PIg6,https://api.spotify.com/v1/tracks/466JLm2qQmjOzfbee0PIg6,https://api.spotify.com/v1/audio-analysis/466JLm2qQmjOzfbee0PIg6,226360,4,Un Puño De Tierra,Ramon Ayala Y Sus Bravos Del Norte
780,0.864,0.662,11,-10.182,1,0.0977,0.125,0.0,0.148,0.964,136.48,audio_features,2nbq7IAJfYK9fuw5g2ePv3,spotify:track:2nbq7IAJfYK9fuw5g2ePv3,https://api.spotify.com/v1/tracks/2nbq7IAJfYK9fuw5g2ePv3,https://api.spotify.com/v1/audio-analysis/2nbq7IAJfYK9fuw5g2ePv3,160627,4,La niña fresa,Various Artists
781,0.661,0.619,6,-11.348,1,0.0757,0.543,0.0,0.0883,0.952,181.967,audio_features,2ZQB09LvHaOuMJBgCfOKHp,spotify:track:2ZQB09LvHaOuMJBgCfOKHp,https://api.spotify.com/v1/tracks/2ZQB09LvHaOuMJBgCfOKHp,https://api.spotify.com/v1/audio-analysis/2ZQB09LvHaOuMJBgCfOKHp,227440,4,Techno Cumbia,Selena
782,0.688,0.725,9,-9.161,0,0.0626,0.474,0.857,0.291,0.671,182.067,audio_features,2J0QDG9aKp41dl3nT9d9IQ,spotify:track:2J0QDG9aKp41dl3nT9d9IQ,https://api.spotify.com/v1/tracks/2J0QDG9aKp41dl3nT9d9IQ,https://api.spotify.com/v1/audio-analysis/2J0QDG9aKp41dl3nT9d9IQ,169640,4,La Cumbia De La Cerveza,Grupo Sonador
783,0.939,0.586,10,-3.736,1,0.0589,0.426,8.2e-05,0.161,0.93,120.042,audio_features,2NRFCNwTDT4uReqyyQrovU,spotify:track:2NRFCNwTDT4uReqyyQrovU,https://api.spotify.com/v1/tracks/2NRFCNwTDT4uReqyyQrovU,https://api.spotify.com/v1/audio-analysis/2NRFCNwTDT4uReqyyQrovU,154493,3,Un Fin en Culiacán,La Adictiva Banda San José de Mesillas
784,0.917,0.603,9,-6.576,1,0.0567,0.113,0.0,0.0243,0.962,93.038,audio_features,4fkCG6ZvZ4oFHnNJQmD0lE,spotify:track:4fkCG6ZvZ4oFHnNJQmD0lE,https://api.spotify.com/v1/tracks/4fkCG6ZvZ4oFHnNJQmD0lE,https://api.spotify.com/v1/audio-analysis/4fkCG6ZvZ4oFHnNJQmD0lE,300733,4,La Del Moño Colorado,Los Pedernales
785,0.695,0.432,11,-8.195,0,0.0479,0.312,0.0,0.296,0.765,81.109,audio_features,5hrxAFrYbNTLjAYSrmbpgr,spotify:track:5hrxAFrYbNTLjAYSrmbpgr,https://api.spotify.com/v1/tracks/5hrxAFrYbNTLjAYSrmbpgr,https://api.spotify.com/v1/audio-analysis/5hrxAFrYbNTLjAYSrmbpgr,216107,4,El Listón De Tu Pelo,Los Ángeles Azules
786,0.826,0.642,4,-5.186,0,0.0619,0.0534,1.18e-06,0.121,0.9,90.991,audio_features,5aLELbBB0Pa7TlGJJyBJo9,spotify:track:5aLELbBB0Pa7TlGJJyBJo9,https://api.spotify.com/v1/tracks/5aLELbBB0Pa7TlGJJyBJo9,https://api.spotify.com/v1/audio-analysis/5aLELbBB0Pa7TlGJJyBJo9,252947,4,Oye Mujer,Raymix
787,0.841,0.86,1,-8.915,0,0.0394,0.173,1.84e-06,0.224,0.915,111.982,audio_features,7GVxAP3rK73EvCoAqxk5vJ,spotify:track:7GVxAP3rK73EvCoAqxk5vJ,https://api.spotify.com/v1/tracks/7GVxAP3rK73EvCoAqxk5vJ,https://api.spotify.com/v1/audio-analysis/7GVxAP3rK73EvCoAqxk5vJ,150361,4,El Botecito,Los Hijos Del Pueblo
788,0.901,0.832,3,-5.107,1,0.0538,0.302,0.216,0.0776,0.858,107.006,audio_features,57qATI59zt97GfYpac1FoS,spotify:track:57qATI59zt97GfYpac1FoS,https://api.spotify.com/v1/tracks/57qATI59zt97GfYpac1FoS,https://api.spotify.com/v1/audio-analysis/57qATI59zt97GfYpac1FoS,113307,1,El Sinaloense,Banda El Recodo
789,0.534,0.925,9,-5.198,1,0.035,0.00201,0.000692,0.134,0.753,166.9,audio_features,0NfdbvWFwlVMA183QibxCB,spotify:track:0NfdbvWFwlVMA183QibxCB,https://api.spotify.com/v1/tracks/0NfdbvWFwlVMA183QibxCB,https://api.spotify.com/v1/audio-analysis/0NfdbvWFwlVMA183QibxCB,271320,4,Me Vale,Maná
790,0.78,0.925,1,-3.313,1,0.0363,0.456,3.95e-06,0.248,0.965,101.962,audio_features,3xX5uR8mDntlOXZ3FbdEqh,spotify:track:3xX5uR8mDntlOXZ3FbdEqh,https://api.spotify.com/v1/tracks/3xX5uR8mDntlOXZ3FbdEqh,https://api.spotify.com/v1/audio-analysis/3xX5uR8mDntlOXZ3FbdEqh,148693,3,La Fiesta en Acción,La Adictiva Banda San José de Mesillas
791,0.632,0.75,10,-7.739,1,0.0358,0.162,1.64e-05,0.368,0.87,91.17,audio_features,5ubqSAc9LxUS2CsMHcA4kF,spotify:track:5ubqSAc9LxUS2CsMHcA4kF,https://api.spotify.com/v1/tracks/5ubqSAc9LxUS2CsMHcA4kF,https://api.spotify.com/v1/audio-analysis/5ubqSAc9LxUS2CsMHcA4kF,184733,4,Como La Flor,Selena
792,0.826,0.569,10,-10.619,1,0.0409,0.00195,0.000189,0.0636,0.881,97.017,audio_features,6Y0Z4tAyI5JwBPVbxKQpXe,spotify:track:6Y0Z4tAyI5JwBPVbxKQpXe,https://api.spotify.com/v1/tracks/6Y0Z4tAyI5JwBPVbxKQpXe,https://api.spotify.com/v1/audio-analysis/6Y0Z4tAyI5JwBPVbxKQpXe,283240,4,Rumba Cha-Cha-Cha,Grupo Kual?
793,0.749,0.7,0,-4.717,0,0.0314,0.223,0.000218,0.0716,0.836,92.991,audio_features,2LyHAsMcpW0Dm17rWYa79p,spotify:track:2LyHAsMcpW0Dm17rWYa79p,https://api.spotify.com/v1/tracks/2LyHAsMcpW0Dm17rWYa79p,https://api.spotify.com/v1/audio-analysis/2LyHAsMcpW0Dm17rWYa79p,216987,4,Mis Sentimientos,Los Ángeles Azules
794,0.821,0.78,1,-6.42,1,0.0486,0.227,3.56e-06,0.095,0.887,105.314,audio_features,0mgTAs7MVas9SyGNQeKFJp,spotify:track:0mgTAs7MVas9SyGNQeKFJp,https://api.spotify.com/v1/tracks/0mgTAs7MVas9SyGNQeKFJp,https://api.spotify.com/v1/audio-analysis/0mgTAs7MVas9SyGNQeKFJp,215067,4,Cumbia Con La Luna,Control
795,0.355,0.351,9,-9.513,1,0.0455,0.39,0.00257,0.394,0.471,164.933,audio_features,4Fvnz1ZJ86IdqDAepWYPAh,spotify:track:4Fvnz1ZJ86IdqDAepWYPAh,https://api.spotify.com/v1/tracks/4Fvnz1ZJ86IdqDAepWYPAh,https://api.spotify.com/v1/audio-analysis/4Fvnz1ZJ86IdqDAepWYPAh,179397,4,Volver Volver,Vicente Fernández
796,0.68,0.423,11,-11.112,0,0.136,0.0343,0.0,0.0925,0.822,169.184,audio_features,1PZ3QsCFec05Ls3PwOqKXZ,spotify:track:1PZ3QsCFec05Ls3PwOqKXZ,https://api.spotify.com/v1/tracks/1PZ3QsCFec05Ls3PwOqKXZ,https://api.spotify.com/v1/audio-analysis/1PZ3QsCFec05Ls3PwOqKXZ,237960,4,Tiene Espinas El Rosal,Grupo Cañaveral De Humberto Pabón
797,0.744,0.738,7,-7.282,1,0.0362,0.045,0.0134,0.0746,0.924,98.14,audio_features,68uupqD2ijA27hJxtvnsLH,spotify:track:68uupqD2ijA27hJxtvnsLH,https://api.spotify.com/v1/tracks/68uupqD2ijA27hJxtvnsLH,https://api.spotify.com/v1/audio-analysis/68uupqD2ijA27hJxtvnsLH,198613,4,Cumbia De La Cobra,Fito Olivares y Su Grupo
798,0.75,0.739,2,-3.545,1,0.0465,0.44,0.0332,0.322,0.876,184.083,audio_features,6FuPWuTNlltDIM26lPycVF,spotify:track:6FuPWuTNlltDIM26lPycVF,https://api.spotify.com/v1/tracks/6FuPWuTNlltDIM26lPycVF,https://api.spotify.com/v1/audio-analysis/6FuPWuTNlltDIM26lPycVF,230307,4,Sshh!!,A.B. Quintanilla III Y Los Kumbia Kings
799,0.543,0.903,11,-6.658,0,0.039,0.0102,0.00585,0.0862,0.962,162.241,audio_features,5EJ2THuhAapEIeQOtXUQ0x,spotify:track:5EJ2THuhAapEIeQOtXUQ0x,https://api.spotify.com/v1/tracks/5EJ2THuhAapEIeQOtXUQ0x,https://api.spotify.com/v1/audio-analysis/5EJ2THuhAapEIeQOtXUQ0x,263306,4,Oye Mi Amor,Maná
800,0.892,0.768,5,-6.011,1,0.131,0.147,0.0,0.282,0.906,135.091,audio_features,3PTfu2zsB5IH0nTu9vP8iR,spotify:track:3PTfu2zsB5IH0nTu9vP8iR,https://api.spotify.com/v1/tracks/3PTfu2zsB5IH0nTu9vP8iR,https://api.spotify.com/v1/audio-analysis/3PTfu2zsB5IH0nTu9vP8iR,241453,4,No Bailes De Caballito,Mi Banda El Mexicano
801,0.817,0.918,9,-4.96,1,0.0662,0.257,3.84e-05,0.0629,0.965,132.023,audio_features,2HFWe77s9n7MExMTFY035N,spotify:track:2HFWe77s9n7MExMTFY035N,https://api.spotify.com/v1/tracks/2HFWe77s9n7MExMTFY035N,https://api.spotify.com/v1/audio-analysis/2HFWe77s9n7MExMTFY035N,193453,4,Inténtalo,3BallMTY
802,0.576,0.956,7,-3.452,1,0.151,0.155,1.24e-05,0.334,0.93,157.555,audio_features,4b07ImFm5cxW7gx05lFWqG,spotify:track:4b07ImFm5cxW7gx05lFWqG,https://api.spotify.com/v1/tracks/4b07ImFm5cxW7gx05lFWqG,https://api.spotify.com/v1/audio-analysis/4b07ImFm5cxW7gx05lFWqG,235147,4,Micaela,Alacranes Musical
803,0.729,0.799,0,-5.173,1,0.0913,0.197,0.0,0.124,0.98,155.261,audio_features,3fDh204VGeviMZ0WtoevOg,spotify:track:3fDh204VGeviMZ0WtoevOg,https://api.spotify.com/v1/tracks/3fDh204VGeviMZ0WtoevOg,https://api.spotify.com/v1/audio-analysis/3fDh204VGeviMZ0WtoevOg,155920,4,La Vecinita,K-Paz De La Sierra
804,0.74,0.715,0,-3.341,1,0.0448,0.548,7.46e-06,0.0613,0.926,146.517,audio_features,6lsukPXxhMdPfG6nVtLE2R,spotify:track:6lsukPXxhMdPfG6nVtLE2R,https://api.spotify.com/v1/tracks/6lsukPXxhMdPfG6nVtLE2R,https://api.spotify.com/v1/audio-analysis/6lsukPXxhMdPfG6nVtLE2R,165947,4,"Pistear, Pistear, Pistear",Chuy Lizarraga y Su Banda Tierra Sinaloense
805,0.783,0.799,10,-6.979,0,0.0897,0.0359,0.0559,0.0538,0.784,147.003,audio_features,00xWJo63OSXjWyihycznbe,spotify:track:00xWJo63OSXjWyihycznbe,https://api.spotify.com/v1/tracks/00xWJo63OSXjWyihycznbe,https://api.spotify.com/v1/audio-analysis/00xWJo63OSXjWyihycznbe,197982,4,Arrempujala Arremangala,Los Karkik's
806,0.841,0.666,11,-3.96,0,0.0311,0.324,0.0,0.27,0.861,124.902,audio_features,5fnbYKGq0zhFCCesNhiUE6,spotify:track:5fnbYKGq0zhFCCesNhiUE6,https://api.spotify.com/v1/tracks/5fnbYKGq0zhFCCesNhiUE6,https://api.spotify.com/v1/audio-analysis/5fnbYKGq0zhFCCesNhiUE6,169920,4,Dime Cómo Quieres,Christian Nodal
807,0.844,0.717,7,-4.947,1,0.0392,0.00966,0.0,0.344,0.965,145.065,audio_features,79xkyiTBHqdGg3SirACPwy,spotify:track:79xkyiTBHqdGg3SirACPwy,https://api.spotify.com/v1/tracks/79xkyiTBHqdGg3SirACPwy,https://api.spotify.com/v1/audio-analysis/79xkyiTBHqdGg3SirACPwy,199080,4,La Chona,Los Tucanes De Tijuana
808,0.819,0.48,5,-6.966,1,0.0489,0.685,2.03e-06,0.116,0.759,114.04,audio_features,4PR0r2us3a64lTew6TVlF2,spotify:track:4PR0r2us3a64lTew6TVlF2,https://api.spotify.com/v1/tracks/4PR0r2us3a64lTew6TVlF2,https://api.spotify.com/v1/audio-analysis/4PR0r2us3a64lTew6TVlF2,200162,3,Sigo Chambeando,Jimmy Humilde
809,0.601,0.775,5,-7.697,1,0.0333,0.368,0.0,0.0535,0.961,159.109,audio_features,2WBdwIbWx9glAFgzuwqCEI,spotify:track:2WBdwIbWx9glAFgzuwqCEI,https://api.spotify.com/v1/tracks/2WBdwIbWx9glAFgzuwqCEI,https://api.spotify.com/v1/audio-analysis/2WBdwIbWx9glAFgzuwqCEI,188310,4,Vamonos de Fiesta,Banda El Recodo
810,0.711,0.803,0,-4.58,1,0.124,0.52,8.37e-06,0.0987,0.787,182.92,audio_features,3lFGBrRWUxpTfhhq6lGBRw,spotify:track:3lFGBrRWUxpTfhhq6lGBRw,https://api.spotify.com/v1/tracks/3lFGBrRWUxpTfhhq6lGBRw,https://api.spotify.com/v1/audio-analysis/3lFGBrRWUxpTfhhq6lGBRw,161907,4,Baila Esta Cumbia,Selena
811,0.674,0.953,7,-2.723,1,0.165,0.0737,0.00954,0.0538,0.805,150.029,audio_features,16RyGCJmiM2GPdTuikdEkM,spotify:track:16RyGCJmiM2GPdTuikdEkM,https://api.spotify.com/v1/tracks/16RyGCJmiM2GPdTuikdEkM,https://api.spotify.com/v1/audio-analysis/16RyGCJmiM2GPdTuikdEkM,121027,4,Arremángala Arrempújala,Banda Machos
812,0.788,0.715,10,-4.71,1,0.0919,0.393,3.53e-06,0.0613,0.905,79.991,audio_features,7dbOcZwBpDCUqR7sIz3djU,spotify:track:7dbOcZwBpDCUqR7sIz3djU,https://api.spotify.com/v1/tracks/7dbOcZwBpDCUqR7sIz3djU,https://api.spotify.com/v1/audio-analysis/7dbOcZwBpDCUqR7sIz3djU,139187,4,El Mechón,Banda MS de Sergio Lizárraga
813,0.837,0.643,10,-7.67,1,0.121,0.7,0.00118,0.141,0.835,155.029,audio_features,4WIKeVqB17mcYrWE5NWWoN,spotify:track:4WIKeVqB17mcYrWE5NWWoN,https://api.spotify.com/v1/tracks/4WIKeVqB17mcYrWE5NWWoN,https://api.spotify.com/v1/audio-analysis/4WIKeVqB17mcYrWE5NWWoN,164206,4,La Dieta,Banda Fresa Roja
814,0.817,0.809,5,-4.914,1,0.2,0.0707,0.0034,0.0635,0.921,151.984,audio_features,2HAO2lqg5RPEQFXreAJV6T,spotify:track:2HAO2lqg5RPEQFXreAJV6T,https://api.spotify.com/v1/tracks/2HAO2lqg5RPEQFXreAJV6T,https://api.spotify.com/v1/audio-analysis/2HAO2lqg5RPEQFXreAJV6T,176840,4,El Coco No,Roberto Junior Y Su Bandeño
815,0.589,0.49,7,-5.291,1,0.0302,0.393,0.0,0.118,0.604,160.179,audio_features,4prmUBle7TtAeeUgCnsc3Z,spotify:track:4prmUBle7TtAeeUgCnsc3Z,https://api.spotify.com/v1/tracks/4prmUBle7TtAeeUgCnsc3Z,https://api.spotify.com/v1/audio-analysis/4prmUBle7TtAeeUgCnsc3Z,233547,4,Probablemente,Christian Nodal
816,0.553,0.757,7,-8.646,0,0.0326,0.501,1.04e-05,0.0524,0.951,162.178,audio_features,1KjOumAi1x92WucdWaDlqD,spotify:track:1KjOumAi1x92WucdWaDlqD,https://api.spotify.com/v1/tracks/1KjOumAi1x92WucdWaDlqD,https://api.spotify.com/v1/audio-analysis/1KjOumAi1x92WucdWaDlqD,191200,4,La Quebradora,Banda El Recodo
817,0.832,0.843,4,-7.595,1,0.0449,0.0477,0.00883,0.0908,0.991,146.141,audio_features,07Ag8vm1pW409NrhpPokFg,spotify:track:07Ag8vm1pW409NrhpPokFg,https://api.spotify.com/v1/tracks/07Ag8vm1pW409NrhpPokFg,https://api.spotify.com/v1/audio-analysis/07Ag8vm1pW409NrhpPokFg,174160,4,El Tucanazo,Los Tucanes De Tijuana
818,0.69,0.427,7,-5.69,1,0.0328,0.555,1.09e-06,0.276,0.887,141.907,audio_features,4cuti7K7IqIUm5f9pcCGjh,spotify:track:4cuti7K7IqIUm5f9pcCGjh,https://api.spotify.com/v1/tracks/4cuti7K7IqIUm5f9pcCGjh,https://api.spotify.com/v1/audio-analysis/4cuti7K7IqIUm5f9pcCGjh,180080,3,¿Por Qué Terminamos?,Gerardo Ortiz
819,0.649,0.529,2,-4.895,0,0.0398,0.621,0.0,0.0563,0.964,144.869,audio_features,1uqjLVaSyTkdDvfGAmXrHo,spotify:track:1uqjLVaSyTkdDvfGAmXrHo,https://api.spotify.com/v1/tracks/1uqjLVaSyTkdDvfGAmXrHo,https://api.spotify.com/v1/audio-analysis/1uqjLVaSyTkdDvfGAmXrHo,180120,4,A Través Del Vaso,Banda Los Sebastianes
820,0.783,0.59,5,-6.917,0,0.113,0.0577,0.0,0.0524,0.962,172.016,audio_features,7d00W7wOsi1V9nKxcedEi7,spotify:track:7d00W7wOsi1V9nKxcedEi7,https://api.spotify.com/v1/tracks/7d00W7wOsi1V9nKxcedEi7,https://api.spotify.com/v1/audio-analysis/7d00W7wOsi1V9nKxcedEi7,223160,4,Llorar,Los Socios Del Ritmo
821,0.821,0.872,2,-5.113,0,0.218,0.139,0.0,0.135,0.945,159.962,audio_features,4MzglbfmgFrjfmyEaoKNmD,spotify:track:4MzglbfmgFrjfmyEaoKNmD,https://api.spotify.com/v1/tracks/4MzglbfmgFrjfmyEaoKNmD,https://api.spotify.com/v1/audio-analysis/4MzglbfmgFrjfmyEaoKNmD,177053,4,"Cahuates, Pistaches",Banda MS de Sergio Lizárraga
822,0.517,0.489,8,-7.598,1,0.0508,0.191,5.99e-06,0.0506,0.768,165.908,audio_features,2OFmcOC5m9iAvt4kcdXBSz,spotify:track:2OFmcOC5m9iAvt4kcdXBSz,https://api.spotify.com/v1/tracks/2OFmcOC5m9iAvt4kcdXBSz,https://api.spotify.com/v1/audio-analysis/2OFmcOC5m9iAvt4kcdXBSz,199333,3,El Columpio,Los Rieleros Del Norte
823,0.77,0.644,8,-5.457,1,0.0377,0.434,2.17e-06,0.0684,0.963,114.992,audio_features,72YKqem3dQrjdoMEH28AVH,spotify:track:72YKqem3dQrjdoMEH28AVH,https://api.spotify.com/v1/tracks/72YKqem3dQrjdoMEH28AVH,https://api.spotify.com/v1/audio-analysis/72YKqem3dQrjdoMEH28AVH,151587,4,La Leona y el Mandilón,Gerardo Ortiz
824,0.789,0.518,2,-5.417,0,0.0406,0.398,0.0,0.0891,0.78,94.001,audio_features,63USmok1OioBzKuWGW9wAg,spotify:track:63USmok1OioBzKuWGW9wAg,https://api.spotify.com/v1/tracks/63USmok1OioBzKuWGW9wAg,https://api.spotify.com/v1/audio-analysis/63USmok1OioBzKuWGW9wAg,266213,4,Nunca Es Suficiente,Los Ángeles Azules
825,0.941,0.586,10,-3.77,1,0.059,0.434,0.000157,0.247,0.938,120.023,audio_features,0JTq2Zh8PQsIj0gqxnM7SY,spotify:track:0JTq2Zh8PQsIj0gqxnM7SY,https://api.spotify.com/v1/tracks/0JTq2Zh8PQsIj0gqxnM7SY,https://api.spotify.com/v1/audio-analysis/0JTq2Zh8PQsIj0gqxnM7SY,154540,3,Un Fin en Culiacan,La Adictiva Banda San José de Mesillas
826,0.781,0.795,11,-5.88,0,0.0433,0.444,0.0,0.333,0.968,101.987,audio_features,6M870HixVgIS4VTudBHcz8,spotify:track:6M870HixVgIS4VTudBHcz8,https://api.spotify.com/v1/tracks/6M870HixVgIS4VTudBHcz8,https://api.spotify.com/v1/audio-analysis/6M870HixVgIS4VTudBHcz8,205093,4,Na Na Na (Dulce Niña),A.B. Quintanilla III
827,0.561,0.902,5,-5.648,1,0.0401,0.184,3.29e-05,0.103,0.961,154.103,audio_features,6uhEqYTqhEkSH6Rlf3ILpj,spotify:track:6uhEqYTqhEkSH6Rlf3ILpj,https://api.spotify.com/v1/tracks/6uhEqYTqhEkSH6Rlf3ILpj,https://api.spotify.com/v1/audio-analysis/6uhEqYTqhEkSH6Rlf3ILpj,151876,4,Se Menea,Los Karkik's
828,0.713,0.74,3,-3.253,1,0.0352,0.518,0.0,0.112,0.978,129.968,audio_features,7LNtyuekYHiZ99UxkrfCQR,spotify:track:7LNtyuekYHiZ99UxkrfCQR,https://api.spotify.com/v1/tracks/7LNtyuekYHiZ99UxkrfCQR,https://api.spotify.com/v1/audio-analysis/7LNtyuekYHiZ99UxkrfCQR,145827,3,En Vida,Banda Los Sebastianes
829,0.644,0.568,9,-3.077,0,0.038,0.369,0.0,0.151,0.654,81.409,audio_features,7hbk4BaF66O09R1gq0bKwj,spotify:track:7hbk4BaF66O09R1gq0bKwj,https://api.spotify.com/v1/tracks/7hbk4BaF66O09R1gq0bKwj,https://api.spotify.com/v1/audio-analysis/7hbk4BaF66O09R1gq0bKwj,156520,4,No Te Contaron Mal,Christian Nodal
830,0.728,0.758,9,-9.149,0,0.0865,0.0552,0.00179,0.0604,0.842,90.018,audio_features,5a8mxYdCPqyxg5IoRMMklp,spotify:track:5a8mxYdCPqyxg5IoRMMklp,https://api.spotify.com/v1/tracks/5a8mxYdCPqyxg5IoRMMklp,https://api.spotify.com/v1/audio-analysis/5a8mxYdCPqyxg5IoRMMklp,215693,4,El Paso Del Gigante,Beto Y Richie Sonador
831,0.507,0.569,5,-5.379,1,0.0901,0.384,0.0,0.146,0.968,185.619,audio_features,65PXVu64xyXCpKczg4K9Cz,spotify:track:65PXVu64xyXCpKczg4K9Cz,https://api.spotify.com/v1/tracks/65PXVu64xyXCpKczg4K9Cz,https://api.spotify.com/v1/audio-analysis/65PXVu64xyXCpKczg4K9Cz,156920,3,El Centenario,Los Tucanes De Tijuana
832,0.663,0.703,2,-3.763,0,0.0537,0.376,0.0,0.21,0.932,195.969,audio_features,71hlW24Et0ZIHjp6pI7SXU,spotify:track:71hlW24Et0ZIHjp6pI7SXU,https://api.spotify.com/v1/tracks/71hlW24Et0ZIHjp6pI7SXU,https://api.spotify.com/v1/audio-analysis/71hlW24Et0ZIHjp6pI7SXU,210120,4,Azúcar,A.B. Quintanilla III
833,0.681,0.504,7,-11.099,1,0.0284,0.669,0.0,0.142,0.705,89.994,audio_features,1kCewNSs909Xj1naXr36X8,spotify:track:1kCewNSs909Xj1naXr36X8,https://api.spotify.com/v1/tracks/1kCewNSs909Xj1naXr36X8,https://api.spotify.com/v1/audio-analysis/1kCewNSs909Xj1naXr36X8,172627,4,Amor Prohibido,Selena
834,0.681,0.504,7,-11.099,1,0.0284,0.669,0.0,0.142,0.705,89.994,audio_features,1kCewNSs909Xj1naXr36X8,spotify:track:1kCewNSs909Xj1naXr36X8,https://api.spotify.com/v1/tracks/1kCewNSs909Xj1naXr36X8,https://api.spotify.com/v1/audio-analysis/1kCewNSs909Xj1naXr36X8,172627,4,Amor Prohibido,Selena
835,0.802,0.855,10,-3.928,1,0.0381,0.129,0.00863,0.326,0.974,144.131,audio_features,2UHhMxm2klYzrqcKMFvTzn,spotify:track:2UHhMxm2klYzrqcKMFvTzn,https://api.spotify.com/v1/tracks/2UHhMxm2klYzrqcKMFvTzn,https://api.spotify.com/v1/audio-analysis/2UHhMxm2klYzrqcKMFvTzn,134050,4,Mi Trokita Cumbia,Obzesion
836,0.866,0.891,7,-7.382,1,0.0849,0.591,2.63e-06,0.0491,0.96,140.395,audio_features,6bJlR3XVNgAOIkKdiKkZz4,spotify:track:6bJlR3XVNgAOIkKdiKkZz4,https://api.spotify.com/v1/tracks/6bJlR3XVNgAOIkKdiKkZz4,https://api.spotify.com/v1/audio-analysis/6bJlR3XVNgAOIkKdiKkZz4,187292,4,La culebra,Banda Machos
837,0.467,0.619,5,-10.079,1,0.0359,0.763,0.00545,0.181,0.826,176.296,audio_features,1cdpDAE7LHSHviJ73SGuGS,spotify:track:1cdpDAE7LHSHviJ73SGuGS,https://api.spotify.com/v1/tracks/1cdpDAE7LHSHviJ73SGuGS,https://api.spotify.com/v1/audio-analysis/1cdpDAE7LHSHviJ73SGuGS,190800,4,Juana La Cubana,Fito Olivares y Su Grupo
838,0.728,0.662,5,-9.722,1,0.0722,0.133,0.0,0.22,0.962,126.042,audio_features,01sw4YF783cqydsJQbJCwT,spotify:track:01sw4YF783cqydsJQbJCwT,https://api.spotify.com/v1/tracks/01sw4YF783cqydsJQbJCwT,https://api.spotify.com/v1/audio-analysis/01sw4YF783cqydsJQbJCwT,220960,4,No rompas mi corazón - Achy Breaky Heart,Caballo Dorado
839,0.854,0.741,0,-5.19,1,0.0503,0.101,1.28e-05,0.0671,0.873,104.119,audio_features,4l3SD9S0EOaBAPejqNti6E,spotify:track:4l3SD9S0EOaBAPejqNti6E,https://api.spotify.com/v1/tracks/4l3SD9S0EOaBAPejqNti6E,https://api.spotify.com/v1/audio-analysis/4l3SD9S0EOaBAPejqNti6E,202253,4,Mira oye,Los Tigrillos
840,0.682,0.595,8,-12.279,1,0.0883,0.126,0.0,0.253,0.939,182.108,audio_features,4ICNUqLxAZjHyyXnINFkp2,spotify:track:4ICNUqLxAZjHyyXnINFkp2,https://api.spotify.com/v1/tracks/4ICNUqLxAZjHyyXnINFkp2,https://api.spotify.com/v1/audio-analysis/4ICNUqLxAZjHyyXnINFkp2,218293,4,La Carcacha,Selena
841,0.607,0.498,0,-5.75,1,0.064,0.544,4.71e-06,0.0777,0.594,155.902,audio_features,7ENNmSQQajwKTPX0m7ejYA,spotify:track:7ENNmSQQajwKTPX0m7ejYA,https://api.spotify.com/v1/tracks/7ENNmSQQajwKTPX0m7ejYA,https://api.spotify.com/v1/audio-analysis/7ENNmSQQajwKTPX0m7ejYA,164027,3,Tragos Amargos,Ramon Ayala Y Sus Bravos Del Norte
