,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,title,artist
461,0.773,0.816,1,-5.003,1,0.0339,0.0057,0.00722,0.115,0.322,116.015,audio_features,6lKahGl8Y5KEoyvyTmWHvc,spotify:track:6lKahGl8Y5KEoyvyTmWHvc,https://api.spotify.com/v1/tracks/6lKahGl8Y5KEoyvyTmWHvc,https://api.spotify.com/v1/audio-analysis/6lKahGl8Y5KEoyvyTmWHvc,145307,4,No Quiero Na',Samantha Sánchez
462,0.773,0.816,1,-5.003,1,0.0339,0.0057,0.00722,0.115,0.322,116.015,audio_features,6lKahGl8Y5KEoyvyTmWHvc,spotify:track:6lKahGl8Y5KEoyvyTmWHvc,https://api.spotify.com/v1/tracks/6lKahGl8Y5KEoyvyTmWHvc,https://api.spotify.com/v1/audio-analysis/6lKahGl8Y5KEoyvyTmWHvc,145307,4,No Quiero Na',Samantha Sánchez
463,0.727,0.546,0,-4.572,1,0.0437,0.656,0.0,0.122,0.69,106.891,audio_features,2MnLkFqY9Rpg9s3Zv6ZJdK,spotify:track:2MnLkFqY9Rpg9s3Zv6ZJdK,https://api.spotify.com/v1/tracks/2MnLkFqY9Rpg9s3Zv6ZJdK,https://api.spotify.com/v1/audio-analysis/2MnLkFqY9Rpg9s3Zv6ZJdK,197333,4,Botella Tras Botella,Gera MX
464,0.727,0.546,0,-4.572,1,0.0437,0.656,0.0,0.122,0.69,106.891,audio_features,2MnLkFqY9Rpg9s3Zv6ZJdK,spotify:track:2MnLkFqY9Rpg9s3Zv6ZJdK,https://api.spotify.com/v1/tracks/2MnLkFqY9Rpg9s3Zv6ZJdK,https://api.spotify.com/v1/audio-analysis/2MnLkFqY9Rpg9s3Zv6ZJdK,197333,4,Botella Tras Botella,Gera MX
465,0.727,0.546,0,-4.572,1,0.0437,0.656,0.0,0.122,0.69,106.891,audio_features,2MnLkFqY9Rpg9s3Zv6ZJdK,spotify:track:2MnLkFqY9Rpg9s3Zv6ZJdK,https://api.spotify.com/v1/tracks/2MnLkFqY9Rpg9s3Zv6ZJdK,https://api.spotify.com/v1/audio-analysis/2MnLkFqY9Rpg9s3Zv6ZJdK,197333,4,Botella Tras Botella,Gera MX
466,0.618,0.369,9,-10.315,1,0.0527,0.897,0.0,0.097,0.505,139.741,audio_features,1kI3PXvfdM4KvTu3BsK2AO,spotify:track:1kI3PXvfdM4KvTu3BsK2AO,https://api.spotify.com/v1/tracks/1kI3PXvfdM4KvTu3BsK2AO,https://api.spotify.com/v1/audio-analysis/1kI3PXvfdM4KvTu3BsK2AO,197143,4,DF,Dylan Fuentes
467,0.505,0.276,4,-12.784,1,0.0343,0.756,0.000508,0.369,0.596,103.056,audio_features,3sgf3LgcrNoqOB1jm7PIP0,spotify:track:3sgf3LgcrNoqOB1jm7PIP0,https://api.spotify.com/v1/tracks/3sgf3LgcrNoqOB1jm7PIP0,https://api.spotify.com/v1/audio-analysis/3sgf3LgcrNoqOB1jm7PIP0,225000,3,El Dueño De Tu Amor,DannyLux
468,0.799,0.666,9,-4.726,1,0.198,0.00215,0.0,0.205,0.338,129.954,audio_features,7J4VKp49Uh2r84SK5pUa0A,spotify:track:7J4VKp49Uh2r84SK5pUa0A,https://api.spotify.com/v1/tracks/7J4VKp49Uh2r84SK5pUa0A,https://api.spotify.com/v1/audio-analysis/7J4VKp49Uh2r84SK5pUa0A,225974,4,Envidioso,Ozuna
469,0.791,0.915,10,-2.48,1,0.0809,0.0622,0.0,0.244,0.732,121.948,audio_features,6EQR7Y5vVZFiPD0RUECIDv,spotify:track:6EQR7Y5vVZFiPD0RUECIDv,https://api.spotify.com/v1/tracks/6EQR7Y5vVZFiPD0RUECIDv,https://api.spotify.com/v1/audio-analysis/6EQR7Y5vVZFiPD0RUECIDv,194262,4,A Un Paso De La Luna - Remix,Reik
470,0.791,0.915,10,-2.48,1,0.0809,0.0622,0.0,0.244,0.732,121.948,audio_features,6EQR7Y5vVZFiPD0RUECIDv,spotify:track:6EQR7Y5vVZFiPD0RUECIDv,https://api.spotify.com/v1/tracks/6EQR7Y5vVZFiPD0RUECIDv,https://api.spotify.com/v1/audio-analysis/6EQR7Y5vVZFiPD0RUECIDv,194262,4,A Un Paso De La Luna - Remix,Reik
471,0.908,0.813,5,-2.749,0,0.0777,0.305,0.0,0.278,0.924,97.018,audio_features,4DHDIdeayp8xvlyg22wREO,spotify:track:4DHDIdeayp8xvlyg22wREO,https://api.spotify.com/v1/tracks/4DHDIdeayp8xvlyg22wREO,https://api.spotify.com/v1/audio-analysis/4DHDIdeayp8xvlyg22wREO,200785,4,Ram Pam Pam,Natti Natasha
472,0.908,0.813,5,-2.749,0,0.0777,0.305,0.0,0.278,0.924,97.018,audio_features,4DHDIdeayp8xvlyg22wREO,spotify:track:4DHDIdeayp8xvlyg22wREO,https://api.spotify.com/v1/tracks/4DHDIdeayp8xvlyg22wREO,https://api.spotify.com/v1/audio-analysis/4DHDIdeayp8xvlyg22wREO,200785,4,Ram Pam Pam,Natti Natasha
473,0.908,0.813,5,-2.749,0,0.0777,0.305,0.0,0.278,0.924,97.018,audio_features,4DHDIdeayp8xvlyg22wREO,spotify:track:4DHDIdeayp8xvlyg22wREO,https://api.spotify.com/v1/tracks/4DHDIdeayp8xvlyg22wREO,https://api.spotify.com/v1/audio-analysis/4DHDIdeayp8xvlyg22wREO,200785,4,Ram Pam Pam,Natti Natasha
474,0.908,0.813,5,-2.749,0,0.0777,0.305,0.0,0.278,0.924,97.018,audio_features,4DHDIdeayp8xvlyg22wREO,spotify:track:4DHDIdeayp8xvlyg22wREO,https://api.spotify.com/v1/tracks/4DHDIdeayp8xvlyg22wREO,https://api.spotify.com/v1/audio-analysis/4DHDIdeayp8xvlyg22wREO,200785,4,Ram Pam Pam,Natti Natasha
475,0.813,0.623,9,-4.522,0,0.112,0.148,0.0,0.0908,0.674,84.003,audio_features,5fMo4acbRCkXZRsSuwxYZX,spotify:track:5fMo4acbRCkXZRsSuwxYZX,https://api.spotify.com/v1/tracks/5fMo4acbRCkXZRsSuwxYZX,https://api.spotify.com/v1/audio-analysis/5fMo4acbRCkXZRsSuwxYZX,187411,4,IMPOSIBLE,Blessd
476,0.813,0.623,9,-4.522,0,0.112,0.148,0.0,0.0908,0.674,84.003,audio_features,5fMo4acbRCkXZRsSuwxYZX,spotify:track:5fMo4acbRCkXZRsSuwxYZX,https://api.spotify.com/v1/tracks/5fMo4acbRCkXZRsSuwxYZX,https://api.spotify.com/v1/audio-analysis/5fMo4acbRCkXZRsSuwxYZX,187411,4,IMPOSIBLE,Blessd
477,0.717,0.773,10,-3.933,1,0.109,0.0165,0.00596,0.291,0.571,173.925,audio_features,63vfn9qDTCY3Yvp5Ym6aDU,spotify:track:63vfn9qDTCY3Yvp5Ym6aDU,https://api.spotify.com/v1/tracks/63vfn9qDTCY3Yvp5Ym6aDU,https://api.spotify.com/v1/audio-analysis/63vfn9qDTCY3Yvp5Ym6aDU,189662,4,Combinamos?,Anacri
478,0.717,0.773,10,-3.933,1,0.109,0.0165,0.00596,0.291,0.571,173.925,audio_features,63vfn9qDTCY3Yvp5Ym6aDU,spotify:track:63vfn9qDTCY3Yvp5Ym6aDU,https://api.spotify.com/v1/tracks/63vfn9qDTCY3Yvp5Ym6aDU,https://api.spotify.com/v1/audio-analysis/63vfn9qDTCY3Yvp5Ym6aDU,189662,4,Combinamos?,Anacri
479,0.717,0.773,10,-3.933,1,0.109,0.0165,0.00596,0.291,0.571,173.925,audio_features,63vfn9qDTCY3Yvp5Ym6aDU,spotify:track:63vfn9qDTCY3Yvp5Ym6aDU,https://api.spotify.com/v1/tracks/63vfn9qDTCY3Yvp5Ym6aDU,https://api.spotify.com/v1/audio-analysis/63vfn9qDTCY3Yvp5Ym6aDU,189662,4,Combinamos?,Anacri
480,0.752,0.819,0,-2.84,1,0.0721,0.143,0.000458,0.332,0.638,175.996,audio_features,4ie9colBgieHEOULuCfK3E,spotify:track:4ie9colBgieHEOULuCfK3E,https://api.spotify.com/v1/tracks/4ie9colBgieHEOULuCfK3E,https://api.spotify.com/v1/audio-analysis/4ie9colBgieHEOULuCfK3E,235227,4,En Mi Habitación,Wisin
481,0.888,0.817,11,-3.689,0,0.185,0.28,1.66e-06,0.295,0.523,108.985,audio_features,6wzSbB1BehXsNtw5Wyc84d,spotify:track:6wzSbB1BehXsNtw5Wyc84d,https://api.spotify.com/v1/tracks/6wzSbB1BehXsNtw5Wyc84d,https://api.spotify.com/v1/audio-analysis/6wzSbB1BehXsNtw5Wyc84d,152025,4,You Are My High (Ty moy kayf) - Latin Version,Dzharo & Khanza
482,0.648,0.561,9,-3.879,1,0.0299,0.229,0.0,0.105,0.486,135.174,audio_features,1eLEdUGKax2tRtlD4fzUMg,spotify:track:1eLEdUGKax2tRtlD4fzUMg,https://api.spotify.com/v1/tracks/1eLEdUGKax2tRtlD4fzUMg,https://api.spotify.com/v1/audio-analysis/1eLEdUGKax2tRtlD4fzUMg,200227,3,Tenemos que Hablar,Lasso
483,0.648,0.561,9,-3.879,1,0.0299,0.229,0.0,0.105,0.486,135.174,audio_features,1eLEdUGKax2tRtlD4fzUMg,spotify:track:1eLEdUGKax2tRtlD4fzUMg,https://api.spotify.com/v1/tracks/1eLEdUGKax2tRtlD4fzUMg,https://api.spotify.com/v1/audio-analysis/1eLEdUGKax2tRtlD4fzUMg,200227,3,Tenemos que Hablar,Lasso
484,0.606,0.755,7,-4.916,0,0.0861,0.183,0.0,0.556,0.743,179.826,audio_features,3OYQbnGzAPgoxlRRnu5PRa,spotify:track:3OYQbnGzAPgoxlRRnu5PRa,https://api.spotify.com/v1/tracks/3OYQbnGzAPgoxlRRnu5PRa,https://api.spotify.com/v1/audio-analysis/3OYQbnGzAPgoxlRRnu5PRa,202430,4,Sin Panty,Nio Garcia
485,0.606,0.755,7,-4.916,0,0.0861,0.183,0.0,0.556,0.743,179.826,audio_features,3OYQbnGzAPgoxlRRnu5PRa,spotify:track:3OYQbnGzAPgoxlRRnu5PRa,https://api.spotify.com/v1/tracks/3OYQbnGzAPgoxlRRnu5PRa,https://api.spotify.com/v1/audio-analysis/3OYQbnGzAPgoxlRRnu5PRa,202430,4,Sin Panty,Nio Garcia
486,0.589,0.853,10,-5.14,1,0.0581,0.371,0.0,0.137,0.792,171.976,audio_features,4J2HLNTxiVxxs6kWgTIN43,spotify:track:4J2HLNTxiVxxs6kWgTIN43,https://api.spotify.com/v1/tracks/4J2HLNTxiVxxs6kWgTIN43,https://api.spotify.com/v1/audio-analysis/4J2HLNTxiVxxs6kWgTIN43,209712,4,Porfa no te vayas,Beret
487,0.589,0.853,10,-5.14,1,0.0581,0.371,0.0,0.137,0.792,171.976,audio_features,4J2HLNTxiVxxs6kWgTIN43,spotify:track:4J2HLNTxiVxxs6kWgTIN43,https://api.spotify.com/v1/tracks/4J2HLNTxiVxxs6kWgTIN43,https://api.spotify.com/v1/audio-analysis/4J2HLNTxiVxxs6kWgTIN43,209712,4,Porfa no te vayas,Beret
488,0.644,0.661,1,-4.877,0,0.451,0.369,0.0,0.0733,0.355,180.05,audio_features,3RasiWohReHWYM1FJ9d1ZD,spotify:track:3RasiWohReHWYM1FJ9d1ZD,https://api.spotify.com/v1/tracks/3RasiWohReHWYM1FJ9d1ZD,https://api.spotify.com/v1/audio-analysis/3RasiWohReHWYM1FJ9d1ZD,199882,4,Amor en Coma,Manuel Turizo
489,0.644,0.661,1,-4.877,0,0.451,0.369,0.0,0.0733,0.355,180.05,audio_features,3RasiWohReHWYM1FJ9d1ZD,spotify:track:3RasiWohReHWYM1FJ9d1ZD,https://api.spotify.com/v1/tracks/3RasiWohReHWYM1FJ9d1ZD,https://api.spotify.com/v1/audio-analysis/3RasiWohReHWYM1FJ9d1ZD,199882,4,Amor en Coma,Manuel Turizo
490,0.852,0.593,6,-5.892,1,0.0702,0.386,0.168,0.154,0.87,90.002,audio_features,66S2z95FN3nUAr9S1gUIsp,spotify:track:66S2z95FN3nUAr9S1gUIsp,https://api.spotify.com/v1/tracks/66S2z95FN3nUAr9S1gUIsp,https://api.spotify.com/v1/audio-analysis/66S2z95FN3nUAr9S1gUIsp,221407,4,Ella,Boza
491,0.742,0.738,1,-4.86,1,0.0558,0.296,0.00126,0.119,0.456,88.985,audio_features,0cHuDFkcVBjuvYQxEgcpBv,spotify:track:0cHuDFkcVBjuvYQxEgcpBv,https://api.spotify.com/v1/tracks/0cHuDFkcVBjuvYQxEgcpBv,https://api.spotify.com/v1/audio-analysis/0cHuDFkcVBjuvYQxEgcpBv,189375,4,Feeling,Dalex
492,0.742,0.738,1,-4.86,1,0.0558,0.296,0.00126,0.119,0.456,88.985,audio_features,0cHuDFkcVBjuvYQxEgcpBv,spotify:track:0cHuDFkcVBjuvYQxEgcpBv,https://api.spotify.com/v1/tracks/0cHuDFkcVBjuvYQxEgcpBv,https://api.spotify.com/v1/audio-analysis/0cHuDFkcVBjuvYQxEgcpBv,189375,4,Feeling,Dalex
493,0.742,0.738,1,-4.86,1,0.0558,0.296,0.00126,0.119,0.456,88.985,audio_features,0cHuDFkcVBjuvYQxEgcpBv,spotify:track:0cHuDFkcVBjuvYQxEgcpBv,https://api.spotify.com/v1/tracks/0cHuDFkcVBjuvYQxEgcpBv,https://api.spotify.com/v1/audio-analysis/0cHuDFkcVBjuvYQxEgcpBv,189375,4,Feeling,Dalex
494,0.742,0.738,1,-4.86,1,0.0558,0.296,0.00126,0.119,0.456,88.985,audio_features,0cHuDFkcVBjuvYQxEgcpBv,spotify:track:0cHuDFkcVBjuvYQxEgcpBv,https://api.spotify.com/v1/tracks/0cHuDFkcVBjuvYQxEgcpBv,https://api.spotify.com/v1/audio-analysis/0cHuDFkcVBjuvYQxEgcpBv,189375,4,Feeling,Dalex
495,0.671,0.748,7,-6.478,1,0.0269,0.183,0.162,0.0911,0.708,131.981,audio_features,3uEx77R6b16SAltboKfQjh,spotify:track:3uEx77R6b16SAltboKfQjh,https://api.spotify.com/v1/tracks/3uEx77R6b16SAltboKfQjh,https://api.spotify.com/v1/audio-analysis/3uEx77R6b16SAltboKfQjh,270907,4,Popular,Zoé
496,0.786,0.899,10,-0.515,1,0.127,0.192,0.000189,0.299,0.813,90.025,audio_features,5u7twkeask1VIyDeNTElSU,spotify:track:5u7twkeask1VIyDeNTElSU,https://api.spotify.com/v1/tracks/5u7twkeask1VIyDeNTElSU,https://api.spotify.com/v1/audio-analysis/5u7twkeask1VIyDeNTElSU,216510,4,Sal y Perrea,Sech
497,0.786,0.899,10,-0.515,1,0.127,0.192,0.000189,0.299,0.813,90.025,audio_features,5u7twkeask1VIyDeNTElSU,spotify:track:5u7twkeask1VIyDeNTElSU,https://api.spotify.com/v1/tracks/5u7twkeask1VIyDeNTElSU,https://api.spotify.com/v1/audio-analysis/5u7twkeask1VIyDeNTElSU,216510,4,Sal y Perrea,Sech
498,0.786,0.899,10,-0.515,1,0.127,0.192,0.000189,0.299,0.813,90.025,audio_features,5u7twkeask1VIyDeNTElSU,spotify:track:5u7twkeask1VIyDeNTElSU,https://api.spotify.com/v1/tracks/5u7twkeask1VIyDeNTElSU,https://api.spotify.com/v1/audio-analysis/5u7twkeask1VIyDeNTElSU,216510,4,Sal y Perrea,Sech
499,0.863,0.823,11,-4.271,1,0.121,0.246,0.0,0.134,0.406,98.964,audio_features,0Vd3oU8EfWdZZO1J0W3dBN,spotify:track:0Vd3oU8EfWdZZO1J0W3dBN,https://api.spotify.com/v1/tracks/0Vd3oU8EfWdZZO1J0W3dBN,https://api.spotify.com/v1/audio-analysis/0Vd3oU8EfWdZZO1J0W3dBN,157595,4,Cuántas veces,Danny Ocean
500,0.863,0.823,11,-4.271,1,0.121,0.246,0.0,0.134,0.406,98.964,audio_features,0Vd3oU8EfWdZZO1J0W3dBN,spotify:track:0Vd3oU8EfWdZZO1J0W3dBN,https://api.spotify.com/v1/tracks/0Vd3oU8EfWdZZO1J0W3dBN,https://api.spotify.com/v1/audio-analysis/0Vd3oU8EfWdZZO1J0W3dBN,157595,4,Cuántas veces,Danny Ocean
501,0.873,0.59,4,-4.247,0,0.197,0.353,0.0,0.0977,0.523,111.994,audio_features,7wy5kv4fYAsR9qFxKKZC5E,spotify:track:7wy5kv4fYAsR9qFxKKZC5E,https://api.spotify.com/v1/tracks/7wy5kv4fYAsR9qFxKKZC5E,https://api.spotify.com/v1/audio-analysis/7wy5kv4fYAsR9qFxKKZC5E,225173,4,GATO MALO,KAROL G
502,0.5,0.488,4,-10.002,1,0.0283,0.418,2.5e-06,0.109,0.481,165.893,audio_features,4nM3e7Ignsc1HgUCqnNwNb,spotify:track:4nM3e7Ignsc1HgUCqnNwNb,https://api.spotify.com/v1/tracks/4nM3e7Ignsc1HgUCqnNwNb,https://api.spotify.com/v1/audio-analysis/4nM3e7Ignsc1HgUCqnNwNb,185356,4,Hay Una Luz Dentro De Ti,Manuel Medrano
503,0.817,0.561,4,-5.249,0,0.0553,0.15,0.00382,0.122,0.45,151.967,audio_features,21U0Wbps9UZrPrjZDxPtYq,spotify:track:21U0Wbps9UZrPrjZDxPtYq,https://api.spotify.com/v1/tracks/21U0Wbps9UZrPrjZDxPtYq,https://api.spotify.com/v1/audio-analysis/21U0Wbps9UZrPrjZDxPtYq,180173,4,Mañanero,DEKKO
504,0.818,0.673,4,-7.542,0,0.148,0.348,0.0,0.172,0.695,87.961,audio_features,5jzEwSyyymBlf1fa1o39T2,spotify:track:5jzEwSyyymBlf1fa1o39T2,https://api.spotify.com/v1/tracks/5jzEwSyyymBlf1fa1o39T2,https://api.spotify.com/v1/audio-analysis/5jzEwSyyymBlf1fa1o39T2,193636,4,512,Mora
505,0.818,0.673,4,-7.542,0,0.148,0.348,0.0,0.172,0.695,87.961,audio_features,5jzEwSyyymBlf1fa1o39T2,spotify:track:5jzEwSyyymBlf1fa1o39T2,https://api.spotify.com/v1/tracks/5jzEwSyyymBlf1fa1o39T2,https://api.spotify.com/v1/audio-analysis/5jzEwSyyymBlf1fa1o39T2,193636,4,512,Mora
506,0.818,0.673,4,-7.542,0,0.148,0.348,0.0,0.172,0.695,87.961,audio_features,5jzEwSyyymBlf1fa1o39T2,spotify:track:5jzEwSyyymBlf1fa1o39T2,https://api.spotify.com/v1/tracks/5jzEwSyyymBlf1fa1o39T2,https://api.spotify.com/v1/audio-analysis/5jzEwSyyymBlf1fa1o39T2,193636,4,512,Mora
507,0.823,0.754,0,-4.41,1,0.0831,0.202,0.000907,0.178,0.783,90.005,audio_features,0EZInKKYTW5LanhkBC8JIj,spotify:track:0EZInKKYTW5LanhkBC8JIj,https://api.spotify.com/v1/tracks/0EZInKKYTW5LanhkBC8JIj,https://api.spotify.com/v1/audio-analysis/0EZInKKYTW5LanhkBC8JIj,195493,4,Indecente,Juhn
508,0.823,0.754,0,-4.41,1,0.0831,0.202,0.000907,0.178,0.783,90.005,audio_features,0EZInKKYTW5LanhkBC8JIj,spotify:track:0EZInKKYTW5LanhkBC8JIj,https://api.spotify.com/v1/tracks/0EZInKKYTW5LanhkBC8JIj,https://api.spotify.com/v1/audio-analysis/0EZInKKYTW5LanhkBC8JIj,195493,4,Indecente,Juhn
509,0.594,0.42,0,-8.324,1,0.0996,0.343,0.0,0.106,0.464,169.454,audio_features,1YrpPdjVU89FeCvSMsUYLr,spotify:track:1YrpPdjVU89FeCvSMsUYLr,https://api.spotify.com/v1/tracks/1YrpPdjVU89FeCvSMsUYLr,https://api.spotify.com/v1/audio-analysis/1YrpPdjVU89FeCvSMsUYLr,191546,4,Cobarde - Spotify Singles,Carin Leon
510,0.85,0.849,8,-3.436,0,0.0437,0.611,0.000193,0.329,0.92,143.975,audio_features,0MT6qJd7wKlWjH7tP7oWHi,spotify:track:0MT6qJd7wKlWjH7tP7oWHi,https://api.spotify.com/v1/tracks/0MT6qJd7wKlWjH7tP7oWHi,https://api.spotify.com/v1/audio-analysis/0MT6qJd7wKlWjH7tP7oWHi,203507,4,EL BARCO,KAROL G
511,0.771,0.575,0,-5.178,0,0.0794,0.555,0.00818,0.105,0.56,84.522,audio_features,7MIkwVS7Wm1vYTEoDPsyVS,spotify:track:7MIkwVS7Wm1vYTEoDPsyVS,https://api.spotify.com/v1/tracks/7MIkwVS7Wm1vYTEoDPsyVS,https://api.spotify.com/v1/audio-analysis/7MIkwVS7Wm1vYTEoDPsyVS,147084,4,Traumada,Paloma Mami
512,0.771,0.575,0,-5.178,0,0.0794,0.555,0.00818,0.105,0.56,84.522,audio_features,7MIkwVS7Wm1vYTEoDPsyVS,spotify:track:7MIkwVS7Wm1vYTEoDPsyVS,https://api.spotify.com/v1/tracks/7MIkwVS7Wm1vYTEoDPsyVS,https://api.spotify.com/v1/audio-analysis/7MIkwVS7Wm1vYTEoDPsyVS,147084,4,Traumada,Paloma Mami
513,0.759,0.636,6,-5.585,1,0.0369,0.0224,0.000143,0.166,0.536,109.976,audio_features,5cpJFiNwYyWwFLH0V6B3N8,spotify:track:5cpJFiNwYyWwFLH0V6B3N8,https://api.spotify.com/v1/tracks/5cpJFiNwYyWwFLH0V6B3N8,https://api.spotify.com/v1/audio-analysis/5cpJFiNwYyWwFLH0V6B3N8,214507,4,Del Mar,Ozuna
514,0.759,0.636,6,-5.585,1,0.0369,0.0224,0.000143,0.166,0.536,109.976,audio_features,5cpJFiNwYyWwFLH0V6B3N8,spotify:track:5cpJFiNwYyWwFLH0V6B3N8,https://api.spotify.com/v1/tracks/5cpJFiNwYyWwFLH0V6B3N8,https://api.spotify.com/v1/audio-analysis/5cpJFiNwYyWwFLH0V6B3N8,214507,4,Del Mar,Ozuna
515,0.732,0.69,4,-7.745,0,0.174,0.538,9.37e-05,0.191,0.636,117.157,audio_features,3XFwOQU8wxXWl8Rxj3lrOi,spotify:track:3XFwOQU8wxXWl8Rxj3lrOi,https://api.spotify.com/v1/tracks/3XFwOQU8wxXWl8Rxj3lrOi,https://api.spotify.com/v1/audio-analysis/3XFwOQU8wxXWl8Rxj3lrOi,218627,4,"Only You (feat. WizKid, Offset & J Balvin)",Metro Boomin
516,0.909,0.675,11,-5.445,0,0.0754,0.00797,0.000926,0.319,0.748,115.046,audio_features,3VmnJVSkgLIZujxut5yf73,spotify:track:3VmnJVSkgLIZujxut5yf73,https://api.spotify.com/v1/tracks/3VmnJVSkgLIZujxut5yf73,https://api.spotify.com/v1/audio-analysis/3VmnJVSkgLIZujxut5yf73,177000,4,Boom Bam (with Afro B & Mariah Angeliq,Team Salut
517,0.772,0.932,6,-2.458,1,0.174,0.133,0.0,0.0563,0.872,103.941,audio_features,1EamspfiJHlyOZdyqGWl5z,spotify:track:1EamspfiJHlyOZdyqGWl5z,https://api.spotify.com/v1/tracks/1EamspfiJHlyOZdyqGWl5z,https://api.spotify.com/v1/audio-analysis/1EamspfiJHlyOZdyqGWl5z,206538,4,Te Gusta,"Young ""D"""
518,0.773,0.825,11,-5.051,1,0.0788,0.302,5.9e-05,0.0974,0.719,96.097,audio_features,46mjoNCQ3EifsDnd6dwqRD,spotify:track:46mjoNCQ3EifsDnd6dwqRD,https://api.spotify.com/v1/tracks/46mjoNCQ3EifsDnd6dwqRD,https://api.spotify.com/v1/audio-analysis/46mjoNCQ3EifsDnd6dwqRD,220553,4,Midnight Boom - with ChocQuibTown & Afro B,Ir Sais
519,0.76,0.626,7,-10.615,0,0.0452,0.0238,0.0213,0.129,0.364,114.98,audio_features,7iPnbJ1W7wus9QqeBtpuII,spotify:track:7iPnbJ1W7wus9QqeBtpuII,https://api.spotify.com/v1/tracks/7iPnbJ1W7wus9QqeBtpuII,https://api.spotify.com/v1/audio-analysis/7iPnbJ1W7wus9QqeBtpuII,254558,4,Getting Late,Tyla
520,0.883,0.533,10,-12.851,0,0.0547,0.00597,0.00135,0.0731,0.2,112.017,audio_features,7b3991NnMDhwZRq7C2Cpgc,spotify:track:7b3991NnMDhwZRq7C2Cpgc,https://api.spotify.com/v1/tracks/7b3991NnMDhwZRq7C2Cpgc,https://api.spotify.com/v1/audio-analysis/7b3991NnMDhwZRq7C2Cpgc,328766,4,Ke Star - Remix,Focalistic
521,0.665,0.805,7,-2.682,0,0.243,0.236,0.0,0.0942,0.605,95.495,audio_features,1udLHGAe97jz3rYGkcdhtn,spotify:track:1udLHGAe97jz3rYGkcdhtn,https://api.spotify.com/v1/tracks/1udLHGAe97jz3rYGkcdhtn,https://api.spotify.com/v1/audio-analysis/1udLHGAe97jz3rYGkcdhtn,193469,4,Silueta,Jhoni The Voice
522,0.704,0.773,7,-5.272,1,0.228,0.17,0.0,0.119,0.41,96.178,audio_features,4qxWose1KJgPDYQkMs0Ng5,spotify:track:4qxWose1KJgPDYQkMs0Ng5,https://api.spotify.com/v1/tracks/4qxWose1KJgPDYQkMs0Ng5,https://api.spotify.com/v1/audio-analysis/4qxWose1KJgPDYQkMs0Ng5,225000,4,Blessings REMIX (feat. French Montana & Davido),Angel
523,0.908,0.529,6,-7.032,1,0.135,0.157,0.000142,0.0634,0.743,105.021,audio_features,6nGM44ZP7vSo0istUW2MOq,spotify:track:6nGM44ZP7vSo0istUW2MOq,https://api.spotify.com/v1/tracks/6nGM44ZP7vSo0istUW2MOq,https://api.spotify.com/v1/audio-analysis/6nGM44ZP7vSo0istUW2MOq,248500,4,Loco - Remix,Various Artists
524,0.762,0.945,11,-0.965,1,0.0904,0.0503,0.0,0.232,0.77,104.929,audio_features,6WRoMvvjhKsJjWJHXNJxtq,spotify:track:6WRoMvvjhKsJjWJHXNJxtq,https://api.spotify.com/v1/tracks/6WRoMvvjhKsJjWJHXNJxtq,https://api.spotify.com/v1/audio-analysis/6WRoMvvjhKsJjWJHXNJxtq,196973,4,Diggy Dee - Remix,Charly Black
525,0.849,0.707,0,-6.002,1,0.113,0.0266,8.58e-06,0.618,0.602,104.027,audio_features,5FG7Tl93LdH117jEKYl3Cm,spotify:track:5FG7Tl93LdH117jEKYl3Cm,https://api.spotify.com/v1/tracks/5FG7Tl93LdH117jEKYl3Cm,https://api.spotify.com/v1/audio-analysis/5FG7Tl93LdH117jEKYl3Cm,248040,4,Essence (feat. Tems),WizKid
526,0.767,0.643,5,-5.225,1,0.101,0.216,0.000104,0.0806,0.536,169.99,audio_features,099tjv6oy2opbpCOA3nBwX,spotify:track:099tjv6oy2opbpCOA3nBwX,https://api.spotify.com/v1/tracks/099tjv6oy2opbpCOA3nBwX,https://api.spotify.com/v1/audio-analysis/099tjv6oy2opbpCOA3nBwX,192452,4,Dream Girl - Remix,Ir Sais
527,0.91,0.711,11,-5.589,0,0.0564,0.0245,1.03e-06,0.0829,0.631,108.045,audio_features,6P1lijcRsH94klfkw7zEUj,spotify:track:6P1lijcRsH94klfkw7zEUj,https://api.spotify.com/v1/tracks/6P1lijcRsH94klfkw7zEUj,https://api.spotify.com/v1/audio-analysis/6P1lijcRsH94klfkw7zEUj,197215,4,Drogba (Joanna) - Global Latin Version,Afro B
528,0.78,0.601,11,-7.858,0,0.119,0.478,0.0,0.278,0.765,108.039,audio_features,401WZ0HpjqSVtpCp6uVtij,spotify:track:401WZ0HpjqSVtpCp6uVtij,https://api.spotify.com/v1/tracks/401WZ0HpjqSVtpCp6uVtij,https://api.spotify.com/v1/audio-analysis/401WZ0HpjqSVtpCp6uVtij,211250,4,Rover (feat. Piso 21),S1mba
