,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
17,0.829,0.761,0,-4.449,1,0.274,0.0708,0.000459,0.151,0.31,99.984,audio_features,4oYrcsoNCmgKvj3R60IcoG,spotify:track:4oYrcsoNCmgKvj3R60IcoG,https://api.spotify.com/v1/tracks/4oYrcsoNCmgKvj3R60IcoG,https://api.spotify.com/v1/audio-analysis/4oYrcsoNCmgKvj3R60IcoG,206493,4
18,0.685,0.633,8,-6.689,1,0.0348,0.236,0.0,0.165,0.733,79.471,audio_features,1N9CgHzlgaa5RJjNe7fASy,spotify:track:1N9CgHzlgaa5RJjNe7fASy,https://api.spotify.com/v1/tracks/1N9CgHzlgaa5RJjNe7fASy,https://api.spotify.com/v1/audio-analysis/1N9CgHzlgaa5RJjNe7fASy,169057,4
19,0.74,0.679,11,-5.833,0,0.14,0.181,2.63e-06,0.123,0.259,100.061,audio_features,0hIvgpkpsRnyf6aLQA4hgQ,spotify:track:0hIvgpkpsRnyf6aLQA4hgQ,https://api.spotify.com/v1/tracks/0hIvgpkpsRnyf6aLQA4hgQ,https://api.spotify.com/v1/audio-analysis/0hIvgpkpsRnyf6aLQA4hgQ,225907,4
20,0.705,0.39,7,-14.321,0,0.187,0.664,0.0035,0.398,0.387,159.947,audio_features,6xS02EfbvnneFWCM90PJFG,spotify:track:6xS02EfbvnneFWCM90PJFG,https://api.spotify.com/v1/tracks/6xS02EfbvnneFWCM90PJFG,https://api.spotify.com/v1/audio-analysis/6xS02EfbvnneFWCM90PJFG,150576,4
21,0.619,0.642,3,-6.822,0,0.0736,0.39,0.0579,0.112,0.317,82.083,audio_features,0ZnHZdlMiuFrGBJVFlSshZ,spotify:track:0ZnHZdlMiuFrGBJVFlSshZ,https://api.spotify.com/v1/tracks/0ZnHZdlMiuFrGBJVFlSshZ,https://api.spotify.com/v1/audio-analysis/0ZnHZdlMiuFrGBJVFlSshZ,192256,4
22,0.64,0.513,10,-7.915,0,0.0485,0.312,0.000714,0.117,0.341,141.312,audio_features,20BbptvwAiTLTfYBSafptA,spotify:track:20BbptvwAiTLTfYBSafptA,https://api.spotify.com/v1/tracks/20BbptvwAiTLTfYBSafptA,https://api.spotify.com/v1/audio-analysis/20BbptvwAiTLTfYBSafptA,162336,4
23,0.762,0.304,9,-9.559,1,0.252,0.643,4.33e-06,0.0887,0.484,180.172,audio_features,41mYosU1D5EVcAfVETUvYO,spotify:track:41mYosU1D5EVcAfVETUvYO,https://api.spotify.com/v1/tracks/41mYosU1D5EVcAfVETUvYO,https://api.spotify.com/v1/audio-analysis/41mYosU1D5EVcAfVETUvYO,208000,3
24,0.815,0.424,10,-5.946,0,0.0834,0.466,0.0036,0.116,0.565,154.018,audio_features,31V2GmqlWRcbaY3Up9bLYf,spotify:track:31V2GmqlWRcbaY3Up9bLYf,https://api.spotify.com/v1/tracks/31V2GmqlWRcbaY3Up9bLYf,https://api.spotify.com/v1/audio-analysis/31V2GmqlWRcbaY3Up9bLYf,174853,4
25,0.665,0.404,6,-10.462,1,0.083,0.307,0.0241,0.125,0.557,95.013,audio_features,2FF5m9pWgpneewxKLgZ2FY,spotify:track:2FF5m9pWgpneewxKLgZ2FY,https://api.spotify.com/v1/tracks/2FF5m9pWgpneewxKLgZ2FY,https://api.spotify.com/v1/audio-analysis/2FF5m9pWgpneewxKLgZ2FY,166733,4
26,0.729,0.397,6,-7.65,1,0.0408,0.609,0.0065,0.102,0.327,109.991,audio_features,1OgIsaa9XL29hQy7YqR0v1,spotify:track:1OgIsaa9XL29hQy7YqR0v1,https://api.spotify.com/v1/tracks/1OgIsaa9XL29hQy7YqR0v1,https://api.spotify.com/v1/audio-analysis/1OgIsaa9XL29hQy7YqR0v1,165894,4
27,0.726,0.369,5,-10.415,0,0.0507,0.193,0.0,0.167,0.267,109.9,audio_features,7M0q4ARGAd7J8XYkOwfjCg,spotify:track:7M0q4ARGAd7J8XYkOwfjCg,https://api.spotify.com/v1/tracks/7M0q4ARGAd7J8XYkOwfjCg,https://api.spotify.com/v1/audio-analysis/7M0q4ARGAd7J8XYkOwfjCg,111273,4
28,0.72,0.365,0,-10.266,0,0.206,0.215,0.0,0.173,0.55,85.885,audio_features,0RyZbvuv6h5AeKXi1AYvJs,spotify:track:0RyZbvuv6h5AeKXi1AYvJs,https://api.spotify.com/v1/tracks/0RyZbvuv6h5AeKXi1AYvJs,https://api.spotify.com/v1/audio-analysis/0RyZbvuv6h5AeKXi1AYvJs,154906,4
29,0.536,0.305,5,-8.108,1,0.0801,0.878,0.0117,0.479,0.456,67.141,audio_features,0n35rbkfEiQMKHHOgUcvdV,spotify:track:0n35rbkfEiQMKHHOgUcvdV,https://api.spotify.com/v1/tracks/0n35rbkfEiQMKHHOgUcvdV,https://api.spotify.com/v1/audio-analysis/0n35rbkfEiQMKHHOgUcvdV,212575,4
30,0.562,0.238,7,-17.126,1,0.0637,0.637,1.06e-06,0.115,0.323,145.76,audio_features,0zfARgJv86XwO9sjrDs4uq,spotify:track:0zfARgJv86XwO9sjrDs4uq,https://api.spotify.com/v1/tracks/0zfARgJv86XwO9sjrDs4uq,https://api.spotify.com/v1/audio-analysis/0zfARgJv86XwO9sjrDs4uq,251571,4
31,0.653,0.524,11,-9.016,0,0.0502,0.112,0.0,0.203,0.553,83.97,audio_features,6tDDoYIxWvMLTdKpjFkc1B,spotify:track:6tDDoYIxWvMLTdKpjFkc1B,https://api.spotify.com/v1/tracks/6tDDoYIxWvMLTdKpjFkc1B,https://api.spotify.com/v1/audio-analysis/6tDDoYIxWvMLTdKpjFkc1B,160191,4
32,0.726,0.617,7,-5.193,1,0.0506,0.287,0.0,0.118,0.405,130.007,audio_features,11glgfo3N4w5QKuUJKLnzH,spotify:track:11glgfo3N4w5QKuUJKLnzH,https://api.spotify.com/v1/tracks/11glgfo3N4w5QKuUJKLnzH,https://api.spotify.com/v1/audio-analysis/11glgfo3N4w5QKuUJKLnzH,196154,4
33,0.335,0.361,11,-12.557,0,0.061,0.153,1.86e-05,0.274,0.17,86.532,audio_features,4LyInTQ5BgnQuDud2JAUdf,spotify:track:4LyInTQ5BgnQuDud2JAUdf,https://api.spotify.com/v1/tracks/4LyInTQ5BgnQuDud2JAUdf,https://api.spotify.com/v1/audio-analysis/4LyInTQ5BgnQuDud2JAUdf,218219,4
34,0.491,0.468,1,-6.308,1,0.225,0.908,2.53e-05,0.112,0.476,78.41,audio_features,4q8MvU8KueZD7zhp2Jjt7b,spotify:track:4q8MvU8KueZD7zhp2Jjt7b,https://api.spotify.com/v1/tracks/4q8MvU8KueZD7zhp2Jjt7b,https://api.spotify.com/v1/audio-analysis/4q8MvU8KueZD7zhp2Jjt7b,200250,4
35,0.675,0.582,9,-6.76,0,0.316,0.222,0.0,0.0719,0.296,159.856,audio_features,2mUyieRFoN2700VLgsNi3b,spotify:track:2mUyieRFoN2700VLgsNi3b,https://api.spotify.com/v1/tracks/2mUyieRFoN2700VLgsNi3b,https://api.spotify.com/v1/audio-analysis/2mUyieRFoN2700VLgsNi3b,187920,4
36,0.604,0.65,11,-3.478,0,0.0413,0.0814,0.0,0.128,0.665,84.024,audio_features,5auKj4jbfYPJg8sQTIZaxt,spotify:track:5auKj4jbfYPJg8sQTIZaxt,https://api.spotify.com/v1/tracks/5auKj4jbfYPJg8sQTIZaxt,https://api.spotify.com/v1/audio-analysis/5auKj4jbfYPJg8sQTIZaxt,173573,4
37,0.684,0.576,5,-6.768,0,0.0475,0.642,0.000137,0.0932,0.767,160.029,audio_features,1hfA56vqCGk6SZzVSaOxSm,spotify:track:1hfA56vqCGk6SZzVSaOxSm,https://api.spotify.com/v1/tracks/1hfA56vqCGk6SZzVSaOxSm,https://api.spotify.com/v1/audio-analysis/1hfA56vqCGk6SZzVSaOxSm,185984,4
38,0.74,0.437,6,-10.361,1,0.0734,0.63,0.0,0.0951,0.354,99.97,audio_features,6hvsPuihxUfnp6GARyAO3w,spotify:track:6hvsPuihxUfnp6GARyAO3w,https://api.spotify.com/v1/tracks/6hvsPuihxUfnp6GARyAO3w,https://api.spotify.com/v1/audio-analysis/6hvsPuihxUfnp6GARyAO3w,174005,4
39,0.742,0.424,0,-7.721,1,0.0336,0.0299,0.00113,0.107,0.352,130.007,audio_features,06Aj2PCegwIn406WuXvdqg,spotify:track:06Aj2PCegwIn406WuXvdqg,https://api.spotify.com/v1/tracks/06Aj2PCegwIn406WuXvdqg,https://api.spotify.com/v1/audio-analysis/06Aj2PCegwIn406WuXvdqg,210965,4
40,0.767,0.0814,2,-13.437,1,0.307,0.837,0.0023,0.174,0.348,76.572,audio_features,3GAOWYNUBehaZD7FhBjgdW,spotify:track:3GAOWYNUBehaZD7FhBjgdW,https://api.spotify.com/v1/tracks/3GAOWYNUBehaZD7FhBjgdW,https://api.spotify.com/v1/audio-analysis/3GAOWYNUBehaZD7FhBjgdW,180950,4
41,0.631,0.474,6,-13.065,0,0.0608,0.594,0.000147,0.14,0.47,79.996,audio_features,66La9NfMHL7hh34uj9iVeS,spotify:track:66La9NfMHL7hh34uj9iVeS,https://api.spotify.com/v1/tracks/66La9NfMHL7hh34uj9iVeS,https://api.spotify.com/v1/audio-analysis/66La9NfMHL7hh34uj9iVeS,246000,4
42,0.411,0.455,0,-6.415,1,0.114,0.72,1.81e-05,0.375,0.372,63.516,audio_features,6Pgpz1HnBgELh3Nda9DiGO,spotify:track:6Pgpz1HnBgELh3Nda9DiGO,https://api.spotify.com/v1/tracks/6Pgpz1HnBgELh3Nda9DiGO,https://api.spotify.com/v1/audio-analysis/6Pgpz1HnBgELh3Nda9DiGO,185453,4
43,0.812,0.62,5,-9.007,0,0.0769,0.364,2.19e-05,0.099,0.348,138.007,audio_features,017KOegoEiI7ul0xQmNhh9,spotify:track:017KOegoEiI7ul0xQmNhh9,https://api.spotify.com/v1/tracks/017KOegoEiI7ul0xQmNhh9,https://api.spotify.com/v1/audio-analysis/017KOegoEiI7ul0xQmNhh9,194210,3
44,0.52,0.379,0,-8.636,0,0.0845,0.692,5.28e-06,0.748,0.528,129.342,audio_features,2fo82mPZXegubyFJTSMYSp,spotify:track:2fo82mPZXegubyFJTSMYSp,https://api.spotify.com/v1/tracks/2fo82mPZXegubyFJTSMYSp,https://api.spotify.com/v1/audio-analysis/2fo82mPZXegubyFJTSMYSp,197538,4
45,0.573,0.716,8,-6.576,0,0.27,0.409,4.81e-06,0.615,0.528,131.781,audio_features,58Z2aR6MVBuQumxBru8Y40,spotify:track:58Z2aR6MVBuQumxBru8Y40,https://api.spotify.com/v1/tracks/58Z2aR6MVBuQumxBru8Y40,https://api.spotify.com/v1/audio-analysis/58Z2aR6MVBuQumxBru8Y40,219482,4
46,0.75,0.627,7,-5.342,0,0.218,0.412,0.000357,0.065,0.392,180.088,audio_features,1r9O3HYKcIzmGOWoajgtXX,spotify:track:1r9O3HYKcIzmGOWoajgtXX,https://api.spotify.com/v1/tracks/1r9O3HYKcIzmGOWoajgtXX,https://api.spotify.com/v1/audio-analysis/1r9O3HYKcIzmGOWoajgtXX,178667,4
47,0.859,0.545,1,-6.408,0,0.23,0.237,8.87e-05,0.207,0.575,84.985,audio_features,4dXF3hwLihDt8OiZNIWDQV,spotify:track:4dXF3hwLihDt8OiZNIWDQV,https://api.spotify.com/v1/tracks/4dXF3hwLihDt8OiZNIWDQV,https://api.spotify.com/v1/audio-analysis/4dXF3hwLihDt8OiZNIWDQV,153000,4
48,0.943,0.509,9,-4.448,1,0.0907,0.213,2.58e-06,0.133,0.664,130.075,audio_features,6K8b79GjwyTgg0Juafi5v1,spotify:track:6K8b79GjwyTgg0Juafi5v1,https://api.spotify.com/v1/tracks/6K8b79GjwyTgg0Juafi5v1,https://api.spotify.com/v1/audio-analysis/6K8b79GjwyTgg0Juafi5v1,209942,4
49,0.638,0.574,2,-10.828,1,0.236,0.0668,1.78e-06,0.315,0.29,94.925,audio_features,06j0L8E6kmjo7YaOK8eboR,spotify:track:06j0L8E6kmjo7YaOK8eboR,https://api.spotify.com/v1/tracks/06j0L8E6kmjo7YaOK8eboR,https://api.spotify.com/v1/audio-analysis/06j0L8E6kmjo7YaOK8eboR,200000,4
0,0.745,0.49,0,-5.195,0,0.394,0.181,0.0,0.293,0.371,93.027,audio_features,6UdltNPsNpVXOjeyYiT9yH,spotify:track:6UdltNPsNpVXOjeyYiT9yH,https://api.spotify.com/v1/tracks/6UdltNPsNpVXOjeyYiT9yH,https://api.spotify.com/v1/audio-analysis/6UdltNPsNpVXOjeyYiT9yH,156904,4
1,0.831,0.384,7,-9.801,0,0.079,0.334,0.0,0.108,0.369,120.02,audio_features,6gAdz5mfMGlNrRXp5mDUKi,spotify:track:6gAdz5mfMGlNrRXp5mDUKi,https://api.spotify.com/v1/tracks/6gAdz5mfMGlNrRXp5mDUKi,https://api.spotify.com/v1/audio-analysis/6gAdz5mfMGlNrRXp5mDUKi,223283,4
2,0.845,0.628,1,-4.15,0,0.195,0.457,0.0,0.0656,0.558,98.025,audio_features,7B5H39EGyskcG7OloPZi3I,spotify:track:7B5H39EGyskcG7OloPZi3I,https://api.spotify.com/v1/tracks/7B5H39EGyskcG7OloPZi3I,https://api.spotify.com/v1/audio-analysis/7B5H39EGyskcG7OloPZi3I,197813,4
3,0.463,0.293,3,-11.808,1,0.0502,0.909,0.000163,0.113,0.0652,104.969,audio_features,38m0prhs1ExF3q6dQHTMCm,spotify:track:38m0prhs1ExF3q6dQHTMCm,https://api.spotify.com/v1/tracks/38m0prhs1ExF3q6dQHTMCm,https://api.spotify.com/v1/audio-analysis/38m0prhs1ExF3q6dQHTMCm,200044,4
4,0.71,0.567,5,-7.926,0,0.0606,0.193,0.00166,0.109,0.59,84.998,audio_features,6cFgGf6N885QEI7vcld4oT,spotify:track:6cFgGf6N885QEI7vcld4oT,https://api.spotify.com/v1/tracks/6cFgGf6N885QEI7vcld4oT,https://api.spotify.com/v1/audio-analysis/6cFgGf6N885QEI7vcld4oT,240335,4
5,0.807,0.665,11,-6.381,1,0.163,0.4,1.53e-05,0.0989,0.909,100.046,audio_features,4uHNdcpOj8Y2b1vZ9HRHGZ,spotify:track:4uHNdcpOj8Y2b1vZ9HRHGZ,https://api.spotify.com/v1/tracks/4uHNdcpOj8Y2b1vZ9HRHGZ,https://api.spotify.com/v1/audio-analysis/4uHNdcpOj8Y2b1vZ9HRHGZ,215000,4
6,0.789,0.606,0,-8.382,0,0.242,0.452,6.63e-06,0.0991,0.496,85.001,audio_features,1dHcEAIWUzou2udyajJqTm,spotify:track:1dHcEAIWUzou2udyajJqTm,https://api.spotify.com/v1/tracks/1dHcEAIWUzou2udyajJqTm,https://api.spotify.com/v1/audio-analysis/1dHcEAIWUzou2udyajJqTm,172235,4
7,0.638,0.609,2,-7.385,1,0.109,0.209,0.000791,0.107,0.717,173.966,audio_features,4UXa5BATRTsItTcsfORZ19,spotify:track:4UXa5BATRTsItTcsfORZ19,https://api.spotify.com/v1/tracks/4UXa5BATRTsItTcsfORZ19,https://api.spotify.com/v1/audio-analysis/4UXa5BATRTsItTcsfORZ19,166207,4
8,0.493,0.296,7,-5.598,0,0.0761,0.899,0.0,0.0957,0.351,197.707,audio_features,1TXeqjCYIahhfooXkdb3aI,spotify:track:1TXeqjCYIahhfooXkdb3aI,https://api.spotify.com/v1/tracks/1TXeqjCYIahhfooXkdb3aI,https://api.spotify.com/v1/audio-analysis/1TXeqjCYIahhfooXkdb3aI,185682,3
9,0.748,0.446,0,-8.512,1,0.267,0.487,0.0265,0.1,0.695,180.019,audio_features,1QcbxA9ILapCLgnFNxs3RE,spotify:track:1QcbxA9ILapCLgnFNxs3RE,https://api.spotify.com/v1/tracks/1QcbxA9ILapCLgnFNxs3RE,https://api.spotify.com/v1/audio-analysis/1QcbxA9ILapCLgnFNxs3RE,188617,4
10,0.786,0.544,7,-4.978,0,0.104,0.762,1.46e-06,0.113,0.565,140.073,audio_features,1YXvGPJqEL11QY7Lg2yM31,spotify:track:1YXvGPJqEL11QY7Lg2yM31,https://api.spotify.com/v1/tracks/1YXvGPJqEL11QY7Lg2yM31,https://api.spotify.com/v1/audio-analysis/1YXvGPJqEL11QY7Lg2yM31,152613,4
11,0.608,0.401,7,-8.639,1,0.129,0.888,0.00662,0.106,0.585,69.958,audio_features,7DJr2YQild4RF5EEJTVoMN,spotify:track:7DJr2YQild4RF5EEJTVoMN,https://api.spotify.com/v1/tracks/7DJr2YQild4RF5EEJTVoMN,https://api.spotify.com/v1/audio-analysis/7DJr2YQild4RF5EEJTVoMN,215873,4
12,0.722,0.37,8,-8.826,1,0.203,0.525,5.06e-06,0.146,0.306,97.059,audio_features,02qcrVQ61nS94wWvLaiXGf,spotify:track:02qcrVQ61nS94wWvLaiXGf,https://api.spotify.com/v1/tracks/02qcrVQ61nS94wWvLaiXGf,https://api.spotify.com/v1/audio-analysis/02qcrVQ61nS94wWvLaiXGf,179067,4
13,0.597,0.394,7,-8.802,1,0.0439,0.769,8.7e-06,0.176,0.189,119.592,audio_features,3x8wse8y39pB0hhu4MeEql,spotify:track:3x8wse8y39pB0hhu4MeEql,https://api.spotify.com/v1/tracks/3x8wse8y39pB0hhu4MeEql,https://api.spotify.com/v1/audio-analysis/3x8wse8y39pB0hhu4MeEql,201744,3
14,0.689,0.342,11,-10.129,0,0.071,0.608,0.0425,0.22,0.217,129.962,audio_features,7acURarwO3OFjtUKzzQq1T,spotify:track:7acURarwO3OFjtUKzzQq1T,https://api.spotify.com/v1/tracks/7acURarwO3OFjtUKzzQq1T,https://api.spotify.com/v1/audio-analysis/7acURarwO3OFjtUKzzQq1T,189667,4
15,0.765,0.531,0,-8.773,1,0.112,0.66,0.000961,0.103,0.54,76.99,audio_features,0q6GyKJUROqHWYqT0wzGBx,spotify:track:0q6GyKJUROqHWYqT0wzGBx,https://api.spotify.com/v1/tracks/0q6GyKJUROqHWYqT0wzGBx,https://api.spotify.com/v1/audio-analysis/0q6GyKJUROqHWYqT0wzGBx,182338,4
16,0.607,0.578,0,-6.029,1,0.0278,0.238,0.0352,0.299,0.153,138.042,audio_features,3aCuRkhwq3gTII6b3WWESK,spotify:track:3aCuRkhwq3gTII6b3WWESK,https://api.spotify.com/v1/tracks/3aCuRkhwq3gTII6b3WWESK,https://api.spotify.com/v1/audio-analysis/3aCuRkhwq3gTII6b3WWESK,198261,4
17,0.732,0.442,7,-7.465,0,0.0411,0.664,4.03e-05,0.114,0.501,114.855,audio_features,4LEruF19ykapcfsslrVpky,spotify:track:4LEruF19ykapcfsslrVpky,https://api.spotify.com/v1/tracks/4LEruF19ykapcfsslrVpky,https://api.spotify.com/v1/audio-analysis/4LEruF19ykapcfsslrVpky,168526,4
18,0.501,0.577,4,-7.224,0,0.0461,0.61,1.08e-06,0.304,0.241,120.03,audio_features,4cIYPzGrgn3xmlxFPPfLkT,spotify:track:4cIYPzGrgn3xmlxFPPfLkT,https://api.spotify.com/v1/tracks/4cIYPzGrgn3xmlxFPPfLkT,https://api.spotify.com/v1/audio-analysis/4cIYPzGrgn3xmlxFPPfLkT,203093,3
19,0.88,0.399,7,-8.173,0,0.0698,0.0615,0.0,0.225,0.797,125.969,audio_features,3FxMqWgtSPKuuUlJt3D2k9,spotify:track:3FxMqWgtSPKuuUlJt3D2k9,https://api.spotify.com/v1/tracks/3FxMqWgtSPKuuUlJt3D2k9,https://api.spotify.com/v1/audio-analysis/3FxMqWgtSPKuuUlJt3D2k9,262976,4
20,0.866,0.527,10,-6.261,1,0.167,0.372,3.88e-06,0.0945,0.599,91.015,audio_features,15zGj634ctKvXflVumO5Qq,spotify:track:15zGj634ctKvXflVumO5Qq,https://api.spotify.com/v1/tracks/15zGj634ctKvXflVumO5Qq,https://api.spotify.com/v1/audio-analysis/15zGj634ctKvXflVumO5Qq,262200,4
21,0.732,0.577,6,-6.9,1,0.197,0.361,0.0,0.0777,0.353,171.951,audio_features,5iGV0NmZl6EbBZneq02hWT,spotify:track:5iGV0NmZl6EbBZneq02hWT,https://api.spotify.com/v1/tracks/5iGV0NmZl6EbBZneq02hWT,https://api.spotify.com/v1/audio-analysis/5iGV0NmZl6EbBZneq02hWT,203721,4
22,0.441,0.234,2,-12.054,1,0.0464,0.824,0.00559,0.0885,0.462,83.576,audio_features,2ZW0ePHHbbFQp1mTL7d68Z,spotify:track:2ZW0ePHHbbFQp1mTL7d68Z,https://api.spotify.com/v1/tracks/2ZW0ePHHbbFQp1mTL7d68Z,https://api.spotify.com/v1/audio-analysis/2ZW0ePHHbbFQp1mTL7d68Z,217400,4
23,0.647,0.521,7,-7.629,0,0.042,0.311,0.0,0.134,0.245,100.08,audio_features,32kkH5lq7AVqcrJoeq3otI,spotify:track:32kkH5lq7AVqcrJoeq3otI,https://api.spotify.com/v1/tracks/32kkH5lq7AVqcrJoeq3otI,https://api.spotify.com/v1/audio-analysis/32kkH5lq7AVqcrJoeq3otI,168000,4
24,0.406,0.274,0,-10.589,0,0.0549,0.669,1e-06,0.109,0.18,51.827,audio_features,3K2PkX4J57HRMdjchzhV2x,spotify:track:3K2PkX4J57HRMdjchzhV2x,https://api.spotify.com/v1/tracks/3K2PkX4J57HRMdjchzhV2x,https://api.spotify.com/v1/audio-analysis/3K2PkX4J57HRMdjchzhV2x,225455,3
25,0.503,0.548,0,-7.564,0,0.164,0.0751,0.000234,0.145,0.441,94.036,audio_features,2CdTLdDjwZdVcm0bresVWx,spotify:track:2CdTLdDjwZdVcm0bresVWx,https://api.spotify.com/v1/tracks/2CdTLdDjwZdVcm0bresVWx,https://api.spotify.com/v1/audio-analysis/2CdTLdDjwZdVcm0bresVWx,228920,4
26,0.853,0.357,5,-6.41,0,0.175,0.331,0.000351,0.064,0.893,83.017,audio_features,1PGkMpc1k6DWSZ3uBlNIG7,spotify:track:1PGkMpc1k6DWSZ3uBlNIG7,https://api.spotify.com/v1/tracks/1PGkMpc1k6DWSZ3uBlNIG7,https://api.spotify.com/v1/audio-analysis/1PGkMpc1k6DWSZ3uBlNIG7,200964,4
27,0.7,0.591,9,-5.213,0,0.307,0.339,0.0,0.0841,0.202,171.643,audio_features,5kMrgSeV3kYYyOyEAC7Ugf,spotify:track:5kMrgSeV3kYYyOyEAC7Ugf,https://api.spotify.com/v1/tracks/5kMrgSeV3kYYyOyEAC7Ugf,https://api.spotify.com/v1/audio-analysis/5kMrgSeV3kYYyOyEAC7Ugf,230766,4
28,0.402,0.421,11,-7.872,1,0.0359,0.0731,0.00792,0.147,0.301,139.852,audio_features,2q5iiRByMPXFbLb40KldGu,spotify:track:2q5iiRByMPXFbLb40KldGu,https://api.spotify.com/v1/tracks/2q5iiRByMPXFbLb40KldGu,https://api.spotify.com/v1/audio-analysis/2q5iiRByMPXFbLb40KldGu,166286,4
29,0.935,0.515,5,-7.723,0,0.153,0.22,2.66e-06,0.177,0.618,119.921,audio_features,1gEBRuOemkKubufvFmF0pE,spotify:track:1gEBRuOemkKubufvFmF0pE,https://api.spotify.com/v1/tracks/1gEBRuOemkKubufvFmF0pE,https://api.spotify.com/v1/audio-analysis/1gEBRuOemkKubufvFmF0pE,197769,4
30,0.779,0.38,0,-9.753,1,0.0361,0.43,0.00307,0.368,0.684,130.016,audio_features,1Ap99oPYvI37kcFMBBTCUx,spotify:track:1Ap99oPYvI37kcFMBBTCUx,https://api.spotify.com/v1/tracks/1Ap99oPYvI37kcFMBBTCUx,https://api.spotify.com/v1/audio-analysis/1Ap99oPYvI37kcFMBBTCUx,222384,4
31,0.562,0.531,5,-8.706,0,0.0685,0.199,0.00144,0.109,0.624,83.937,audio_features,2my7K20Fv5OtE27cjG9sfu,spotify:track:2my7K20Fv5OtE27cjG9sfu,https://api.spotify.com/v1/tracks/2my7K20Fv5OtE27cjG9sfu,https://api.spotify.com/v1/audio-analysis/2my7K20Fv5OtE27cjG9sfu,240316,4
32,0.611,0.496,7,-8.581,0,0.131,0.698,0.000364,0.112,0.595,87.771,audio_features,280QqgbMrLeMs6B80mIPG2,spotify:track:280QqgbMrLeMs6B80mIPG2,https://api.spotify.com/v1/tracks/280QqgbMrLeMs6B80mIPG2,https://api.spotify.com/v1/audio-analysis/280QqgbMrLeMs6B80mIPG2,220757,4
33,0.759,0.296,0,-11.979,0,0.0991,0.81,0.00292,0.105,0.845,82.006,audio_features,1fDvkOmyuNY72Mq0obVpWn,spotify:track:1fDvkOmyuNY72Mq0obVpWn,https://api.spotify.com/v1/tracks/1fDvkOmyuNY72Mq0obVpWn,https://api.spotify.com/v1/audio-analysis/1fDvkOmyuNY72Mq0obVpWn,167195,4
34,0.763,0.539,10,-5.865,0,0.163,0.232,0.0,0.0896,0.528,147.025,audio_features,4S2ZWFS0PbSMbXGXkjqhEB,spotify:track:4S2ZWFS0PbSMbXGXkjqhEB,https://api.spotify.com/v1/tracks/4S2ZWFS0PbSMbXGXkjqhEB,https://api.spotify.com/v1/audio-analysis/4S2ZWFS0PbSMbXGXkjqhEB,160000,4
35,0.592,0.417,7,-11.814,0,0.0521,0.703,0.00288,0.112,0.2,159.896,audio_features,36eeh1rlxM8Rq5uFTMog6t,spotify:track:36eeh1rlxM8Rq5uFTMog6t,https://api.spotify.com/v1/tracks/36eeh1rlxM8Rq5uFTMog6t,https://api.spotify.com/v1/audio-analysis/36eeh1rlxM8Rq5uFTMog6t,211811,4
36,0.594,0.7,0,-5.225,1,0.0536,0.262,0.00164,0.338,0.558,169.971,audio_features,0rtiIgxtRlZtqcQmyFJdxr,spotify:track:0rtiIgxtRlZtqcQmyFJdxr,https://api.spotify.com/v1/tracks/0rtiIgxtRlZtqcQmyFJdxr,https://api.spotify.com/v1/audio-analysis/0rtiIgxtRlZtqcQmyFJdxr,181788,4
37,0.707,0.372,6,-9.104,0,0.0642,0.447,0.00113,0.344,0.352,112.976,audio_features,3IZBQ1UbvO6XUEp6TnDEJq,spotify:track:3IZBQ1UbvO6XUEp6TnDEJq,https://api.spotify.com/v1/tracks/3IZBQ1UbvO6XUEp6TnDEJq,https://api.spotify.com/v1/audio-analysis/3IZBQ1UbvO6XUEp6TnDEJq,210787,4
38,0.68,0.607,7,-6.635,1,0.49,0.283,0.0,0.612,0.845,78.735,audio_features,1IHNLb1RVACKjuYMXUtMo8,spotify:track:1IHNLb1RVACKjuYMXUtMo8,https://api.spotify.com/v1/tracks/1IHNLb1RVACKjuYMXUtMo8,https://api.spotify.com/v1/audio-analysis/1IHNLb1RVACKjuYMXUtMo8,185800,4
39,0.684,0.35,7,-9.399,0,0.0495,0.607,0.0,0.426,0.263,103.951,audio_features,0ytL9uW7hCZh1Wn7kOQteq,spotify:track:0ytL9uW7hCZh1Wn7kOQteq,https://api.spotify.com/v1/tracks/0ytL9uW7hCZh1Wn7kOQteq,https://api.spotify.com/v1/audio-analysis/0ytL9uW7hCZh1Wn7kOQteq,228602,4
40,0.782,0.464,0,-11.45,0,0.346,0.508,0.0,0.0772,0.369,147.893,audio_features,1bRrJaO9IHxsx8OY3ly5di,spotify:track:1bRrJaO9IHxsx8OY3ly5di,https://api.spotify.com/v1/tracks/1bRrJaO9IHxsx8OY3ly5di,https://api.spotify.com/v1/audio-analysis/1bRrJaO9IHxsx8OY3ly5di,201853,4
41,0.808,0.4,7,-8.704,0,0.269,0.493,0.0,0.0705,0.671,84.948,audio_features,5Is75bTGs5JHmynj29tJfb,spotify:track:5Is75bTGs5JHmynj29tJfb,https://api.spotify.com/v1/tracks/5Is75bTGs5JHmynj29tJfb,https://api.spotify.com/v1/audio-analysis/5Is75bTGs5JHmynj29tJfb,221263,4
